,Zone,Time,Value
551,SCE,144,938.44246623
552,SDGE,121,20.0147656583
553,SDGE,122,19.0178616217
554,SDGE,123,20.7816149172
555,SDGE,124,20.0147656583
556,SDGE,125,19.1712314735
557,SDGE,126,18.787806844
558,SDGE,127,20.7049299913
559,SDGE,128,27.1464637664
560,SDGE,129,42.4834489452
561,SDGE,130,40.0295313166
562,SDGE,131,33.8180523192
563,SDGE,132,53.9861878293
564,SDGE,133,75.841391709
565,SDGE,134,100.303883069
566,SDGE,135,183.276972886
567,SDGE,136,266.326747629
568,SDGE,137,262.722556112
569,SDGE,138,187.341273959
570,SDGE,139,139.183140497
571,SDGE,140,142.020482755
572,SDGE,141,158.967851378
573,SDGE,142,174.918315964
574,SDGE,143,169.01357667
575,SDGE,144,149.075495938
576,PGE_valley,145,10.7626835283
577,PGE_valley,146,12.5930718834
578,PGE_valley,147,13.9109514991
579,PGE_valley,148,11.1287611993
580,PGE_valley,149,9.44480391257
581,PGE_valley,150,10.6162524599
582,PGE_valley,151,7.76084662583
583,PGE_valley,152,7.76084662583
584,PGE_valley,153,8.41978643368
585,PGE_valley,154,12.0073476098
586,PGE_valley,155,9.44480391257
587,PGE_valley,156,15.5949087859
588,PGE_valley,157,28.4076272719
589,PGE_valley,158,43.2703807157
590,PGE_valley,159,46.2722176182
591,PGE_valley,160,44.2221826604
592,PGE_valley,161,37.339922445
593,PGE_valley,162,42.4650098394
594,PGE_valley,163,39.829250608
595,PGE_valley,164,37.7060001161
596,PGE_valley,165,53.1544778335
597,PGE_valley,166,44.5150447972
598,PGE_valley,167,44.3686137288
599,PGE_valley,168,34.11843894
600,PGE_bay,145,20.1800316155
601,PGE_bay,146,23.6120097814
602,PGE_bay,147,26.0830340609
603,PGE_bay,148,20.8664272487
604,PGE_bay,149,17.7090073361
605,PGE_bay,150,19.9054733622
606,PGE_bay,151,14.5515874234
607,PGE_bay,152,14.5515874234
608,PGE_bay,153,15.7870995632
609,PGE_bay,154,22.5137767683
610,PGE_bay,155,17.7090073361
611,PGE_bay,156,29.2404539735
612,PGE_bay,157,53.2643011348
613,PGE_bay,158,81.131963842
614,PGE_bay,159,86.760408034
615,PGE_bay,160,82.9165924882
616,PGE_bay,161,70.0123545844
617,PGE_bay,162,79.621893449
618,PGE_bay,163,74.6798448901
619,PGE_bay,164,70.6987502176
620,PGE_bay,165,99.6646459378
621,PGE_bay,166,83.4657089948
622,PGE_bay,167,83.1911507415
623,PGE_bay,168,63.9720730124
624,SCE,145,75.971883729
625,SCE,146,88.8922721183
626,SCE,147,98.1949517585
627,SCE,148,78.5559614068
628,SCE,149,66.6692040887
629,SCE,150,74.9382526578
630,SCE,151,54.7824467706
631,SCE,152,54.7824467706
632,SCE,153,59.4337865907
633,SCE,154,84.7577478337
634,SCE,155,66.6692040887
635,SCE,156,110.081709077
636,SCE,157,200.524427802
637,SCE,158,305.437981523
638,SCE,159,326.627418481
639,SCE,160,312.156583485
640,SCE,161,263.575923141
641,SCE,162,299.753010631
642,SCE,163,281.147651351
643,SCE,164,266.160000819
644,SCE,165,375.208078825
645,SCE,166,314.223845627
646,SCE,167,313.190214556
647,SCE,168,240.836039576
648,SDGE,145,12.0684502799
649,SDGE,146,14.1209078105
650,SDGE,147,15.5986772325
651,SDGE,148,12.478941786
652,SDGE,149,10.5906808578
653,SDGE,150,11.9042536774
654,SDGE,151,8.7024199297
655,SDGE,152,8.7024199297
656,SDGE,153,9.44130464071
657,SDGE,154,13.4641214007
658,SDGE,155,10.5906808578
659,SDGE,156,17.4869381606
660,SDGE,157,31.8541408747
661,SDGE,158,48.5200960231
662,SDGE,159,51.8861263733
663,SDGE,160,49.587373939
664,SDGE,161,41.870133624
665,SDGE,162,47.6170147097
666,SDGE,163,44.6614758656
667,SDGE,164,42.2806251301
668,SDGE,165,59.6033666883
669,SDGE,166,49.9157671439
670,SDGE,167,49.7515705415
671,SDGE,168,38.2578083702
672,PGE_valley,169,0.860401036634
673,PGE_valley,170,0.215100259158
674,PGE_valley,171,0.215100259158
675,PGE_valley,172,0.286800345545
676,PGE_valley,173,0.645300777475
677,PGE_valley,174,1.36230164134
678,PGE_valley,175,2.15100259158
679,PGE_valley,176,1.07550129579
680,PGE_valley,177,0.215100259158
681,PGE_valley,178,0.215100259158
682,PGE_valley,179,0.286800345545
683,PGE_valley,180,0.430200518317
684,PGE_valley,181,0.501900604703
685,PGE_valley,182,1.29060155495
686,PGE_valley,183,1.5774019005
687,PGE_valley,184,1.72080207327
688,PGE_valley,185,1.64910198688
689,PGE_valley,186,1.29060155495
690,PGE_valley,187,0.430200518317
691,PGE_valley,188,1.29060155495
692,PGE_valley,189,2.36610285074
693,PGE_valley,190,1.64910198688
694,PGE_valley,191,1.79250215965
695,PGE_valley,192,2.15100259158
696,PGE_bay,169,1.61325194369
697,PGE_bay,170,0.403312985922
698,PGE_bay,171,0.403312985922
699,PGE_bay,172,0.537750647896
700,PGE_bay,173,1.20993895777
701,PGE_bay,174,2.55431557751
702,PGE_bay,175,4.03312985922
703,PGE_bay,176,2.01656492961
704,PGE_bay,177,0.403312985922
705,PGE_bay,178,0.403312985922
706,PGE_bay,179,0.537750647896
707,PGE_bay,180,0.806625971844
708,PGE_bay,181,0.941063633818
709,PGE_bay,182,2.41987791553
710,PGE_bay,183,2.95762856343
711,PGE_bay,184,3.22650388738
712,PGE_bay,185,3.0920662254
713,PGE_bay,186,2.41987791553
714,PGE_bay,187,0.806625971844
715,PGE_bay,188,2.41987791553
716,PGE_bay,189,4.43644284514
717,PGE_bay,190,3.0920662254
718,PGE_bay,191,3.36094154935
719,PGE_bay,192,4.03312985922
720,SCE,169,6.07341908212
721,SCE,170,1.51835477053
722,SCE,171,1.51835477053
723,SCE,172,2.02447302737
724,SCE,173,4.55506431159
725,SCE,174,9.61624688002
726,SCE,175,15.1835477053
727,SCE,176,7.59177385265
728,SCE,177,1.51835477053
729,SCE,178,1.51835477053
730,SCE,179,2.02447302737
731,SCE,180,3.03670954106
732,SCE,181,3.5428277979
733,SCE,182,9.11012862318
734,SCE,183,11.1346016506
735,SCE,184,12.1468381642
736,SCE,185,11.6407199074
737,SCE,186,9.11012862318
738,SCE,187,3.03670954106
739,SCE,188,9.11012862318
740,SCE,189,16.7019024758
741,SCE,190,11.6407199074
742,SCE,191,12.6529564211
743,SCE,192,15.1835477053
744,SDGE,169,0.964787927108
745,SDGE,170,0.241196981777
746,SDGE,171,0.241196981777
747,SDGE,172,0.321595975703
748,SDGE,173,0.723590945331
749,SDGE,174,1.52758088459
750,SDGE,175,2.41196981777
751,SDGE,176,1.20598490888
752,SDGE,177,0.241196981777
753,SDGE,178,0.241196981777
754,SDGE,179,0.321595975703
755,SDGE,180,0.482393963554
756,SDGE,181,0.562792957479
757,SDGE,182,1.44718189066
758,SDGE,183,1.76877786636
759,SDGE,184,1.92957585422
760,SDGE,185,1.84917686029
761,SDGE,186,1.44718189066
762,SDGE,187,0.482393963554
763,SDGE,188,1.44718189066
764,SDGE,189,2.65316679955
765,SDGE,190,1.84917686029
766,SDGE,191,2.00997484814
767,SDGE,192,2.41196981777
768,PGE_valley,193,0.860401036634
769,PGE_valley,194,0.215100259158
770,PGE_valley,195,0.215100259158
771,PGE_valley,196,0.286800345545
772,PGE_valley,197,0.645300777475
773,PGE_valley,198,1.36230164134
774,PGE_valley,199,2.15100259158
775,PGE_valley,200,1.07550129579
776,PGE_valley,201,0.215100259158
