,Constraint,Time,Value
695,Bal1Constraint,192,40.8228
696,Bal2Constraint,169,40.8228
697,Bal2Constraint,170,40.8228
698,Bal2Constraint,171,40.8228
699,Bal2Constraint,172,40.8228
700,Bal2Constraint,173,40.8228
701,Bal2Constraint,174,40.8228
702,Bal2Constraint,175,40.8228
703,Bal2Constraint,176,40.8228
704,Bal2Constraint,177,40.8228
705,Bal2Constraint,178,40.8228
706,Bal2Constraint,179,40.8228
707,Bal2Constraint,180,40.8228
708,Bal2Constraint,181,40.8228
709,Bal2Constraint,182,40.8228
710,Bal2Constraint,183,40.8228
711,Bal2Constraint,184,40.8228
712,Bal2Constraint,185,40.8228
713,Bal2Constraint,186,40.8228
714,Bal2Constraint,187,40.8228
715,Bal2Constraint,188,40.8228
716,Bal2Constraint,189,40.8228
717,Bal2Constraint,190,40.8228
718,Bal2Constraint,191,40.8228
719,Bal2Constraint,192,40.8228
720,Bal3Constraint,169,46.5328
721,Bal3Constraint,170,41.6489
722,Bal3Constraint,171,40.7627
723,Bal3Constraint,172,40.7627
724,Bal3Constraint,173,40.6208
725,Bal3Constraint,174,39.9134
726,Bal3Constraint,175,42.6401
727,Bal3Constraint,176,46.5328
728,Bal3Constraint,177,45.806
729,Bal3Constraint,178,37.8572
730,Bal3Constraint,179,39.5111
731,Bal3Constraint,180,41.0581
732,Bal3Constraint,181,40.3348
733,Bal3Constraint,182,38.2964
734,Bal3Constraint,183,39.1982
735,Bal3Constraint,184,46.403
736,Bal3Constraint,185,46.5328
737,Bal3Constraint,186,46.5328
738,Bal3Constraint,187,46.5328
739,Bal3Constraint,188,46.5328
740,Bal3Constraint,189,46.5328
741,Bal3Constraint,190,46.5328
742,Bal3Constraint,191,46.5328
743,Bal3Constraint,192,46.5328
744,Bal4Constraint,169,56.4928
745,Bal4Constraint,170,51.6089
746,Bal4Constraint,171,50.7227
747,Bal4Constraint,172,50.7227
748,Bal4Constraint,173,50.5808
749,Bal4Constraint,174,49.8734
750,Bal4Constraint,175,52.6001
751,Bal4Constraint,176,56.4928
752,Bal4Constraint,177,55.766
753,Bal4Constraint,178,47.8172
754,Bal4Constraint,179,49.4711
755,Bal4Constraint,180,51.0181
756,Bal4Constraint,181,50.2948
757,Bal4Constraint,182,48.2564
758,Bal4Constraint,183,49.1582
759,Bal4Constraint,184,56.363
760,Bal4Constraint,185,56.4928
761,Bal4Constraint,186,56.9441
762,Bal4Constraint,187,100000000.0
763,Bal4Constraint,188,100000000.0
764,Bal4Constraint,189,100000000.0
765,Bal4Constraint,190,100000000.0
766,Bal4Constraint,191,80.1434
767,Bal4Constraint,192,56.4928
768,Bal1Constraint,193,40.5432
769,Bal1Constraint,194,40.5432
770,Bal1Constraint,195,40.5432
771,Bal1Constraint,196,40.5432
772,Bal1Constraint,197,40.5432
773,Bal1Constraint,198,40.5432
774,Bal1Constraint,199,40.5432
775,Bal1Constraint,200,40.5432
776,Bal1Constraint,201,40.5432
777,Bal1Constraint,202,40.5432
778,Bal1Constraint,203,40.5432
779,Bal1Constraint,204,40.5432
780,Bal1Constraint,205,40.5432
781,Bal1Constraint,206,40.5432
782,Bal1Constraint,207,40.5432
783,Bal1Constraint,208,40.5432
784,Bal1Constraint,209,40.5432
