name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,CO2Tax,NOXTax,SO2Tax,PMTax
GOLETA_6_GAVOTA,ngct,SCE,9.9,5.654493785,5.78454331,5.849568072,4,10,1,1,3.17,4.109589041,693,19.16783859,13.65855,0,1.453057
GRNLF1_1_UNITS,ngcc,PGE_valley,49.5,5.156251455,5.678142934,5.939088674,20,50,6,6,2,22.87822878,3465,24.04359171,6.536521845,0.063334796,1.172481
GRNLF2_1_UNIT,ngct,PGE_valley,63.75,4.829602921,4.959652445,5.024677207,23,64,1,1,3.17,26.84931507,4462.5,24.04359171,6.536521845,0.063334796,1.172481
GRZZLY_1_BERKLY,ngct,PGE_valley,32.5,3.692416952,3.822466476,3.887491238,12,33,1,1,3.17,13.69863014,2275,14.23921756,20.00315,0.501417,4.983456
HARBGN_7_UNITS,ngcc,SCE,109.01,13.08431133,13.60620281,13.86714855,44,110,4,4,2,50.18450185,7630.7,28.38209089,17.19583048,0.635803964,12.63779
HENRTA_6_UNITA1,ngct,PGE_valley,49.98,8.507629667,8.637679191,8.702703954,18,50,1,1,3.17,21.09589041,3498.6,20.14401648,0.769821353,0.063092057,1.234983
HENRTA_6_UNITA2,ngct,PGE_valley,49.42,8.507629667,8.637679191,8.702703954,18,50,1,1,3.17,20.82191781,3459.4,19.48055224,0.802615217,0.061030852,1.234983
HIDSRT_2_UNITS,ngcc,SCE,830,5.836556925,6.358448405,6.619394144,332,830,4,4,2,381.5498155,58100,23.12240073,0.875120115,0.041238664,1.339397
HINSON_6_LBECH1,ngct,SCE,65,15.70419907,15.83424859,15.89927336,23,65,1,1,3.17,27.39726027,4550,33.60642832,37.25404238,0.668308777,12.63779
HINSON_6_LBECH2,ngct,SCE,65,15.70419907,15.83424859,15.89927336,23,65,1,1,3.17,27.39726027,4550,33.62740355,34.46520793,0.66855432,12.63779
HINSON_6_LBECH3,ngct,SCE,65,15.70419907,15.83424859,15.89927336,23,65,1,1,3.17,27.39726027,4550,38.40614622,47.04519912,0.763714933,12.63779
HINSON_6_LBECH4,ngct,SCE,65,15.70419907,15.83424859,15.89927336,23,65,1,1,3.17,27.39726027,4550,39.29546602,50.41431549,0.781614171,12.63779
HNTGBH_7_UNIT1,ngst,SCE,225.75,9.258355271,10.66826741,11.37322347,91,226,6,6,2,46.87116564,15802.5,30.07818349,2.1296275,0.2331805,5.50648
HNTGBH_7_UNIT2,ngst,SCE,225.8,9.258355271,10.66826741,11.37322347,91,226,6,6,2,46.87116564,15806,30.07818349,2.1296275,0.2331805,5.50648
HOLGAT_1_BORAX,ngct,SCE,48.2,3.418642756,3.54869228,3.613717042,17,49,1,1,3.17,20.2739726,3374,13.55148351,9.43904,0.104108,1.413492
HUMBPP_1_UNITS3,ngct,PGE_valley,65.08,6.810252512,6.940302036,7.005326798,23,66,1,1,3.17,27.39726027,4555.6,22.07148997,34.329031,0.106799,0.247253
HUMBPP_6_UNITS,ngct,PGE_valley,97.62,6.810252512,6.940302036,7.005326798,35,98,1,1,3.17,41.09589041,6833.4,22.07148997,34.329031,0.106799,0.247253
INDIGO_1_UNIT1,ngct,SCE,44,8.750447781,8.880497305,8.945522067,16,44,1,1,3.17,18.63013699,3080,18.7601196,1.752760534,0.154162947,2.940709
INDIGO_1_UNIT2,ngct,SCE,44.53,8.750447781,8.880497305,8.945522067,16,45,1,1,3.17,18.90410959,3117.1,17.62766547,2.101915789,0.144799068,2.940709
INDIGO_1_UNIT3,ngct,SCE,43.69,8.750447781,8.880497305,8.945522067,16,44,1,1,3.17,18.35616438,3058.3,17.80275924,2.06941847,0.146289174,2.940709
INLDEM_5_UNIT1,ngcc,SCE,376.2,5.624876914,6.146768393,6.407714133,151,377,2,2,2,172.6937269,26334,18.5809189,0.44631,0.139916,2.940709
INLDEM_5_UNIT2,ngcc,SCE,366.32,5.624876914,6.146768393,6.407714133,147,367,1,1,2,168.2656827,25642.4,18.5809189,0.44631,0.139916,2.940709
KELSO_2_UNITS,ngct,PGE_bay,196,8.809373699,8.939423223,9.004447985,69,196,1,1,3.17,82.63013699,13720,20.66362631,1.39964113,0.155475483,4.988439
KERNFT_1_UNITS,ngct,PGE_valley,52.4,8.439869691,8.569919215,8.634943977,19,53,1,1,3.17,22.19178082,3668,26.165099,18.1803625,0.202092,1.413492
KERNRG_1_UNITS,ngct,PGE_valley,55.2,3.82928268,3.959332204,4.024356966,20,56,1,1,3.17,23.28767123,3864,14.58303086,10.23319,0.116356,1.413492
KINGCO_1_KINGBR,ngct,PGE_valley,34.5,7.827778547,7.957828071,8.022852833,13,35,1,1,3.17,14.52054795,2415,33.31589125,1.55578413,0.112571512,1.258577
KNGCTY_6_UNITA1,ngct,PGE_valley,44.6,2.024087173,2.154136697,2.219161459,16,45,1,1,3.17,18.90410959,3122,25.51639264,3.04587886,0.07569445,1.018351
LAPLMA_2_UNIT1,ngcc,PGE_valley,259.8,5.880761269,6.402652749,6.663598489,104,260,3,3,2,119.5571956,18186,19.83232581,0.995872609,0.028531104,1.414905
LAPLMA_2_UNIT2,ngcc,PGE_valley,260.2,5.880761269,6.402652749,6.663598489,105,261,3,3,2,119.5571956,18214,19.83700225,1.027794035,0.028537228,1.414905
LAPLMA_2_UNIT3,ngcc,PGE_valley,256.15,5.880761269,6.402652749,6.663598489,103,257,3,3,2,117.7121771,17930.5,20.53042283,1.187943459,0.029534215,1.414905
LAPLMA_2_UNIT4,ngcc,PGE_valley,259.54,5.880761269,6.402652749,6.663598489,104,260,2,2,2,119.1881919,18167.8,20.50837734,1.143328679,0.029502982,1.414905
LARKSP_6_UNIT1,ngct,SDGE,46.1,8.368615195,8.49866472,8.563689482,22,47,1,1,3.17,19.45205479,3227,18.11604885,2.899789627,0.180511899,4.557959
LARKSP_6_UNIT2,ngct,SDGE,47.98,8.368615195,8.49866472,8.563689482,18,48,1,1,3.17,20.2739726,3358.6,17.50171521,3.011828978,0.174429373,4.557959
LEBECS_2_UNITS,ngcc,SCE,799.47,5.514806379,6.036697859,6.297643599,320,800,3,3,2,367.5276753,55962.9,18.93335439,0.512416212,0.02723649,1.414905
LECEF_1_UNITS,ngct,PGE_bay,294,6.426142527,6.556192051,6.621216813,103,294,1,1,3.17,123.9452055,20580,19.79767799,0.797009771,0.141874829,4.547334
LGHTHP_6_ICEGEN,ngct,SCE,48,7.024087173,7.154136697,7.219161459,17,48,1,1,3.17,20.2739726,3360,23.24408288,255.4016034,0.462459073,12.63779
LMBEPK_2_UNITA1,ngct,PGE_valley,48,10.21470306,10.34475258,10.40977734,17,48,1,1,3.17,20.2739726,3360,22.71127757,2.791741633,0.137261263,4.476259
LMBEPK_2_UNITA2,ngct,PGE_bay,48,10.88081145,11.01086098,11.07588574,17,48,1,1,3.17,20.21917808,3360,22.20327289,2.768601941,0.13416116,4.476259
LMBEPK_2_UNITA3,ngct,PGE_bay,48,10.14291093,10.27296045,10.33798522,17,48,1,1,3.17,20.21917808,3360,22.43000313,2.992851739,0.135545272,4.476259
LMEC_1_PL1X3,ngcc,PGE_bay,561.29,4.969948925,5.491840405,5.752786144,225,562,4,4,2,257.896679,39290.3,17.28811384,0.777797393,0.144831504,7.069397
LODI25_2_UNIT1,ngct,PGE_valley,25.3,14.12288442,14.25293395,14.31795871,9,26,1,1,3.17,10.68493151,1771,40.44115217,61.144535,1.2335625,3.378912
LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,5.447278983,5.969170463,6.230116203,122,303,1,1,2,139.1143911,21180.6,26.84922257,0.878458774,0.152550563,3.38229
MALAGA_1_PL1X2,ngcc,PGE_valley,96,8.868197786,9.390089265,9.651035005,39,96,2,2,2,44.2804428,6720,20.31216006,0.904843248,0.068592177,1.258577
METEC_2_PL1X3,ngcc,PGE_bay,593.16,5.691609889,6.213501369,6.474447109,238,594,2,2,2,272.5461255,41521.2,18.97308699,1.032455804,0.13595715,4.547334
MIDSET_1_UNIT1,ngct,PGE_valley,52.9,7.088028032,7.218077557,7.283102319,19,53,1,1,3.17,22.19178082,3703,22.76973314,15.883,0,1.413492
MIRLOM_6_DELGEN,ngct,SCE,50.05,8.024784445,8.15483397,8.219858732,18,51,1,1,3.17,21.09589041,3503.5,25.12299956,31.7376,0,2.937772
MIRLOM_6_PEAKER,ngct,SCE,46,8.200778241,8.330827765,8.395852527,17,46,1,1,3.17,19.45205479,3220,18.96653867,0.784469781,0.033826865,1.339397
MKTRCK_1_UNIT1,ngct,PGE_valley,47.49,4.189099511,4.319149035,4.384173797,17,48,1,1,3.17,20,3324.3,20.47361562,61.5418601,0.02939275,1.413492
MNDALY_6_MCGRTH,ngct,SCE,47.2,8.056221403,8.186270927,8.251295689,17,48,1,1,3.17,20,3304,19.67338469,0.696225139,0.086176664,2.061651
MNDALY_7_UNIT1,ngst,SCE,215,8.690525499,10.10043763,10.8053937,86,215,6,6,2,44.66257669,15050,28.81229808,0.20387671,0.126214429,2.061651
MNDALY_7_UNIT2,ngst,SCE,215.29,8.690525499,10.10043763,10.8053937,87,216,6,6,2,44.66257669,15070.3,28.06920316,0.235951603,0.122966209,2.061651
MNDALY_7_UNIT3,ngct,SCE,130,9.231687513,9.361737038,9.4267618,46,130,1,1,3.17,54.79452055,9100,28.44075062,0.219914156,0.124590319,2.061651
MOSSLD_2_PSP1,ngcc,PGE_valley,510,5.622580997,6.144472477,6.405418217,204,510,3,3,2,234.3173432,35700,17.64543639,0.275697,0.0505,0.3967329
MOSSLD_7_UNIT6,ngst,PGE_valley,754,4.754770448,6.164682583,6.86963865,302,754,6,6,2,156.5644172,52780,17.64543639,0.275697,0.0505,0.3967329
MOSSLD_7_UNIT7,ngst,PGE_valley,755,4.754770448,6.164682583,6.86963865,302,755,6,6,2,156.6871166,52850,17.64543639,0.275697,0.0505,0.3967329
MRCHNT_2_PL1X3,ngcc,SCE,494.58,5.964872395,6.486763875,6.747709614,198,495,1,1,2,227.3062731,34620.6,19.44922048,0.42437835,0.032175,1.154932
MRGT_6_MMAREF,ngct,SDGE,48,8.12173129,8.251780814,8.316805576,17,48,1,1,3.17,20.2739726,3360,19.91149872,2.238416871,0.198496495,4.557959
NIMTG_6_NIQF,ngct,SDGE,42.7,8.19463876,8.324688285,8.389713047,212,43,1,1,3.17,18.08219178,2989,25.54916644,42.844692,1.3997445,4.557959
OAK_C_7_UNIT_1,oil,PGE_bay,55,15.04277867,15.17282819,15.23785295,20,55,1,1,3.17,23.17808219,3850,58.23378054,174.4293,0.2507085,4.983456
OAK_C_7_UNIT_2,oil,PGE_bay,55,15.04277867,15.17282819,15.23785295,20,55,1,1,3.17,23.17808219,3850,58.23378054,174.4293,0.2507085,4.983456
OAK_C_7_UNIT_3,oil,PGE_bay,55,15.04277867,15.17282819,15.23785295,20,55,1,1,3.17,23.17808219,3850,58.23378054,174.4293,0.2507085,4.983456
OGROVE_6_PL1X2,ngct,SDGE,96,9.169191844,9.299241368,9.36426613,18,96,1,1,3.17,40.54794521,6720,21.00604914,2.069411018,0.209342394,4.557959
OILDAL_1_UNIT1,ngct,PGE_valley,40,3.517676916,3.64772644,3.712751202,14,40,1,1,3.17,16.98630137,2800,13.80172491,41.8357812,0.15813,0.7672092
OMAR_2_UNIT1,ngct,SCE,78,3.838563626,3.96861315,4.033637912,28,78,1,1,3.17,32.87671233,5460,14.60634861,10.244535,0.116356,1.413492
OMAR_2_UNIT2,ngct,SCE,78.11,3.838563626,3.96861315,4.033637912,28,79,1,1,3.17,32.87671233,5467.7,14.60634861,10.244535,0.116356,1.413492
OMAR_2_UNIT3,ngct,SCE,81.41,3.838563626,3.96861315,4.033637912,29,82,1,1,3.17,34.24657534,5698.7,14.60634861,10.244535,0.116356,1.413492
OMAR_2_UNIT4,ngct,SCE,81.44,3.838563626,3.96861315,4.033637912,29,82,1,1,3.17,34.24657534,5700.8,14.60634861,10.244535,0.116356,1.413492
ORMOND_7_UNIT1,ngst,SCE,741.27,9.148366098,10.55827823,11.2632343,297,742,6,6,2,153.8650307,51888.9,40.33129009,2.013610948,0.176653212,2.061651
ORMOND_7_UNIT2,ngst,SCE,775,9.148366098,10.55827823,11.2632343,310,775,6,6,2,160.8588957,54250,37.3326484,1.016157596,0.163529805,2.061651
OROVIL_6_UNIT,ngct,PGE_valley,7.5,3.517676916,3.64772644,3.712751202,3,8,1,1,3.17,3.287671233,525,13.80172491,41.8357812,0.15813,0.7672092
OTAY_6_PL1X2,ngct,SDGE,35.5,17.54135107,17.67140059,17.73642536,8,36,1,1,3.17,15.06849315,2485,46.25627767,4.75372531,0.460969797,4.557959
OTMESA_2_PL1X3,ngcc,SDGE,603.68,5.916083822,6.437975302,6.698921041,242,604,1,1,2,277.4907749,42257.6,19.77952453,1.694630828,0.197075542,4.557959
PALOMR_2_PL1X3,ngcc,SDGE,575,5.581584428,6.103475907,6.364421647,230,575,2,2,2,264.2066421,40250,18.31060058,1.199947474,0.18244185,4.557959
PIOPIC_2_CTG1,ngct,SDGE,106,7.971420519,8.101470043,8.166494805,17,106,1,1,3.17,44.65753425,7420,17.48017906,1.301659203,0.174183357,4.557959
PIOPIC_2_CTG2,ngct,SDGE,106,7.971420519,8.101470043,8.166494805,34,106,1,1,3.17,44.65753425,7420,17.41109619,1.288080011,0.173458035,4.557959
PIOPIC_2_CTG3,ngct,SDGE,106,7.971420519,8.101470043,8.166494805,17,106,1,1,3.17,44.65753425,7420,17.20001141,1.24391183,0.17138811,4.557959
PITTSP_7_UNIT_5,ngst,PGE_bay,312,11.61934422,13.02925636,13.73421243,125,312,6,6,2,64.52322738,21840,36.10920775,2.9757,0,7.069397
PITTSP_7_UNIT_6,ngst,PGE_bay,317,11.61934422,13.02925636,13.73421243,127,317,6,6,2,65.56234719,22190,36.10920775,2.9757,0,7.069397
PITTSP_7_UNIT_7,ngst,PGE_bay,530,11.61934422,13.02925636,13.73421243,212,530,6,6,2,109.608802,37100,36.10920775,2.9757,0,7.069397
PLMSSR_6_HISIER,ngct,PGE_valley,6,4.310949561,4.440999086,4.506023848,3,6,1,1,3.17,2.465753425,420,15.79299664,82.5722352,0.17085,0.8178269
