,Path42,Path24,Path45,Path66
0,0.0,16.15548174341362,0.0,0.0
1,0.0,52.821824543398535,0.0,0.0
2,0.0,58.290466808782305,0.0,0.0
3,0.0,53.505749366162945,0.0,0.0
4,0.0,56.45336976493286,0.0,0.0
5,0.0,51.67964892736627,0.0,0.0
6,0.0,42.79689518162319,0.0,0.0
7,0.0,41.23501421375236,0.0,0.0
8,0.0,33.7159708614624,0.0,0.0
9,0.0,20.320957043857874,0.0,0.0
10,0.0,38.17867933288424,0.0,0.0
11,0.0,41.28042417362686,0.0,0.0
12,0.0,45.960559220755634,0.0,0.0
13,0.0,40.919881703446876,0.0,0.0
14,0.0,18.31184099568669,0.0,0.0
15,0.0,5.264981151030028,0.0,0.0
16,0.0,5.196174146423676,0.0,0.0
17,0.0,3.0343133074513644,0.0,0.0
18,0.0,32.74306509848858,0.0,0.0
19,0.0,25.7648306744899,0.0,0.0
20,0.0,28.922991634117288,0.0,0.0
21,0.0,35.602609951793895,0.0,0.0
22,0.0,24.813939618025906,0.0,0.0
23,0.0,16.171994564663017,0.0,0.0
24,0.0,23.86021237572836,0.0,0.0
25,0.0,31.844141292537973,0.0,0.0
26,0.0,35.134984557594876,0.0,0.0
27,0.0,36.37331645756892,0.0,0.0
28,0.0,25.988154516636058,0.0,0.0
29,0.0,27.973377305346993,0.0,0.0
30,0.0,24.77857781887387,0.0,0.0
31,0.0,25.534469660411673,0.0,0.0
32,0.0,21.10950103089762,0.0,0.0
33,0.0,30.95815015641094,0.0,0.0
34,0.0,53.25319431609188,0.0,0.0
35,0.0,15.353733088647077,0.0,0.0
36,0.0,14.570592928173099,0.0,0.0
37,0.0,14.849424576235158,0.0,0.0
38,0.0,17.716073901382735,0.0,0.0
39,0.0,26.9096607227604,0.0,0.0
40,0.0,13.753722004699828,0.0,0.0
41,0.0,10.125894801184991,0.0,0.0
42,0.0,35.55626640269091,0.0,0.0
43,0.0,12.973341679603134,0.0,0.0
44,0.0,21.650012602502287,0.0,0.0
45,0.0,16.63781769331768,0.0,0.0
46,0.0,19.219901509949654,0.0,0.0
47,0.0,30.102071415121536,0.0,0.0
48,0.0,63.99410559627094,0.0,0.0
49,0.0,98.76879542577456,0.0,0.0
50,0.0,83.16266251563215,0.0,0.0
51,0.0,85.64483710165133,0.0,0.0
52,0.0,67.98086379202054,0.0,0.0
53,0.0,67.94871701538396,0.0,0.0
54,0.0,48.59406343832312,0.0,0.0
55,0.0,50.208731904237005,0.0,0.0
56,0.0,22.05666734414909,0.0,0.0
57,0.0,32.243774147690154,0.0,0.0
58,0.0,96.10078350320535,0.0,0.0
59,0.0,19.18832096011802,0.0,0.0
60,0.0,10.713364605606287,0.0,0.0
61,0.0,10.856303337494122,0.0,0.0
62,0.0,18.77609979581315,0.0,0.0
63,0.0,39.465588761776985,0.0,0.0
64,0.0,42.335771892120206,0.0,0.0
65,0.0,35.824870660864,0.0,0.0
66,0.0,80.30288958716955,0.0,0.0
67,0.0,31.493229593391774,0.0,0.0
68,0.0,21.152980372379513,0.0,0.0
69,0.0,31.175859389137237,0.0,0.0
70,0.0,34.74755914489851,0.0,0.0
71,0.0,40.86788469439635,0.0,0.0
72,0.0,85.98085243971863,0.0,0.0
73,0.0,60.25213215433456,0.0,0.0
74,0.0,39.2939598709619,0.0,0.0
75,0.0,47.96755831530213,0.0,0.0
76,0.0,37.90590712334905,0.0,0.0
77,0.0,26.49897316664196,0.0,0.0
78,0.0,59.76984804335047,0.0,0.0
79,0.0,17.338719660203818,0.0,0.0
80,0.0,21.462053553136528,0.0,0.0
81,0.0,57.647712425052205,0.0,0.0
82,0.0,76.75961768836052,0.0,0.0
83,0.0,30.805326988350682,0.0,0.0
84,0.0,19.753036516619158,0.0,0.0
85,0.0,30.847996644080418,0.0,0.0
86,0.0,21.65887212788721,0.0,0.0
87,0.0,47.18481732521951,0.0,0.0
88,0.0,20.79390408364603,0.0,0.0
89,0.0,58.6129720040402,0.0,0.0
90,0.0,44.998875312021895,0.0,0.0
91,0.0,36.52973123409775,0.0,0.0
92,0.0,43.66632562138451,0.0,0.0
93,0.0,46.9632945692996,0.0,0.0
94,0.0,73.45418043809751,0.0,0.0
95,0.0,77.30302672994239,0.0,0.0
96,0.0,21.580342960539156,0.0,0.0
97,0.0,55.04193319298744,0.0,0.0
98,0.0,36.27289812769805,0.0,0.0
99,0.0,30.65997382223292,0.0,0.0
100,0.0,25.47798231976903,0.0,0.0
101,0.0,15.613851790376653,0.0,0.0
102,0.0,24.722315560607647,0.0,0.0
103,0.0,14.436024334452789,0.0,0.0
104,0.0,22.49483974971127,0.0,0.0
105,0.0,33.32566540964585,0.0,0.0
106,0.0,41.30459650841006,0.0,0.0
107,0.0,12.197939151685475,0.0,0.0
108,0.0,17.05698059834951,0.0,0.0
109,0.0,14.382169828678368,0.0,0.0
110,0.0,38.95641948351078,0.0,0.0
111,0.0,29.988360912126687,0.0,0.0
112,0.0,12.088975116933362,0.0,0.0
113,0.0,21.26927385840614,0.0,0.0
114,0.0,28.051300747156375,0.0,0.0
115,0.0,25.55130285890364,0.0,0.0
116,0.0,34.891223368701375,0.0,0.0
117,0.0,23.28884613737539,0.0,0.0
118,0.0,48.31493312488138,0.0,0.0
119,0.0,59.786352353178145,0.0,0.0
120,0.0,26.28480867316936,25.68015501952823,0.0
121,0.0,31.080467490002817,28.886739974435883,0.0
122,0.0,34.18846428514727,16.043921243778634,0.0
123,0.0,35.80022994460215,18.834057905521448,0.0
124,0.0,24.419256226844734,33.124308882930556,0.0
125,0.0,30.784315206390502,36.32263221985353,0.0
126,0.0,25.02626430543188,22.56572583021076,0.0
127,0.0,22.175623727339204,19.79948876791792,0.0
128,0.0,3.7611106176333946,25.48683065378353,0.0
129,0.0,20.40208422829822,21.902908338932814,0.0
130,0.0,37.33647401934719,18.361100528804716,0.0
131,0.0,7.773003016354178,31.59495863327679,0.0
132,0.0,10.52010533167736,22.312543070258954,0.0
133,0.0,13.992209352680891,12.372145172318138,0.0
134,0.0,20.543499310017367,19.975430287403917,0.0
135,0.0,16.84666109427576,19.43070596104419,0.0
136,0.0,10.806860426498135,16.606785762353063,0.0
137,0.0,24.325397763083906,14.726348479228356,0.0
138,0.0,28.52578451109124,26.070527654611976,0.0
139,0.0,15.933590863457761,35.03968049332468,0.0
140,0.0,17.39574136435718,26.811252499269912,0.0
141,0.0,14.911723944932511,26.67547594281061,0.0
142,0.0,17.959692694952714,17.32380810892276,0.0
143,0.0,22.755929759819455,19.61493866871784,0.0
144,0.0,57.818804757810724,59.32032060504536,0.0
145,0.0,72.90070794021207,66.72742727662849,0.0
146,0.0,60.91469005656055,37.06093484324032,0.0
147,0.0,65.39603749377359,43.50605953896793,0.0
148,0.0,44.43405149540121,76.51607325819369,0.0
149,0.0,54.433948190243555,83.90409586166295,0.0
150,0.0,50.19375876304947,52.12609074655994,0.0
151,0.0,30.208505628097086,45.73617334613982,0.0
152,0.0,5.510665637415879,58.87374762493593,0.0
153,0.0,28.483048148641963,50.59500395774032,0.0
154,0.0,52.78295261329421,42.41354342300123,0.0
155,0.0,16.289303574035213,72.98332405719083,0.0
156,0.0,13.230725964239731,51.541246827954694,0.0
157,0.0,12.972075365190664,28.57925186339311,0.0
158,0.0,9.398845652185523,46.142592518286996,0.0
159,0.0,26.5001654863785,44.884297089133476,0.0
160,0.0,13.640768459552284,38.361133524815614,0.0
161,0.0,22.003132599508298,34.017384726266215,0.0
162,0.0,33.68246752738318,60.2220686611219,0.0
163,0.0,32.0704036036579,80.94051921344513,0.0
164,0.0,26.91009294566031,61.93311889550786,0.0
165,0.0,14.443087216745237,61.619479478078716,0.0
166,0.0,29.913317077126898,40.017431761611746,0.0
167,0.0,20.859367234382944,45.30986863559906,0.0
168,0.0,36.48956352342663,78.00228329613914,0.0
169,0.0,51.22595408816963,87.74213680853585,0.0
170,0.0,77.36056207130699,48.73266882877082,0.0
171,0.0,77.262530663304,57.20757990928054,0.0
172,0.0,50.28619578041226,100.61355640222433,0.0
173,0.0,64.04078116267411,110.3283156320501,0.0
174,0.0,61.1879342473658,68.5423486599903,0.0
175,0.0,60.771009121283655,60.1400315075758,0.0
176,0.0,17.07261875258031,77.41506947545163,0.0
177,0.0,23.629731356316263,66.52907118214864,0.0
178,0.0,16.76376628627608,55.77099374936042,0.0
179,0.0,29.47951975895785,95.9682257435192,0.0
180,0.0,54.06192091624063,67.77331773504297,0.0
181,0.0,33.99718581169897,37.57981881255204,0.0
182,0.0,24.204541535754004,60.674445736620115,0.0
183,0.0,58.405105405427555,59.01987078601336,0.0
184,0.0,73.3440121851328,50.442343774338745,0.0
185,0.0,27.34505809083392,44.73060248744326,0.0
186,0.0,30.35724404221206,79.1880221224705,0.0
187,0.0,22.751673825685682,106.43140909266688,0.0
188,0.0,11.55540246356683,81.43793958338769,0.0
189,0.0,16.96278246382358,81.02552457211307,0.0
190,0.0,4.062918732859065,52.62026599343208,0.0
191,0.0,4.621610002297501,59.57946911575269,0.0
192,0.0,30.164557186750358,0.0,0.0
193,0.0,42.34658001722611,0.0,0.0
194,0.0,63.951082810320045,0.0,0.0
