,Path3,Path8,Path14,Path65,Path66
0,0.0,16191.020155876085,4470.430215706527,0.0,0.0
1,1100.1268848923103,22271.514489973124,11504.895635536248,0.0,0.0
2,14249.218583800397,14401.652219000192,7817.756300922831,0.0,0.0
3,13561.673337624467,21023.10459352775,10539.338948459193,3575.8078218180185,0.0
4,14180.452443963237,20126.785545936305,12821.222054345752,9704.244751451655,0.0
5,0.0,9806.573739569767,8027.749466613827,11089.975958158884,0.0
6,0.0,11069.385645909819,6204.836893900152,0.0,0.0
7,16277.330061872524,12576.193945815696,4338.81317908568,0.0,0.0
8,0.0,22454.043594235092,7389.450036004167,0.0,0.0
9,0.0,23508.47988961471,17710.86250617568,0.0,0.0
10,0.0,17728.06227745503,4264.82626088268,0.0,0.0
11,13679.387160695689,9062.038625679419,938.4338411197205,0.0,0.0
12,0.0,13631.971193045265,0.0,0.0,0.0
13,0.0,21030.879387957706,18691.51585546298,0.0,0.0
14,15073.600945107173,14864.070058917965,162.5665551091622,0.0,0.0
15,0.0,17708.510924300972,0.0,0.0,0.0
16,0.0,8915.676568340485,0.0,0.0,0.0
17,1292.220831311806,11166.804494045138,0.0,0.0,0.0
18,8968.568677860336,17898.912889498286,20394.33431630966,0.0,0.0
19,21279.694162005908,8828.533716600889,18310.275050394765,0.0,0.0
20,17564.27159457057,8449.441032739025,4634.339633087899,0.0,0.0
21,0.0,14766.20712912738,9969.261086876748,0.0,0.0
22,0.0,8046.712142078918,6570.652480556019,0.0,0.0
23,0.0,7088.2091362336805,4774.259565198881,0.0,0.0
24,0.0,6870.276964937464,7264.342600597747,0.0,0.0
25,0.0,9538.39618553004,0.0,0.0,0.0
26,0.0,11856.669480845234,3895.561327133827,0.0,0.0
27,0.0,7355.005588589393,3763.4731519846273,0.0,0.0
28,0.0,2990.6743152587333,257.42545446813733,0.0,0.0
29,0.0,12728.227644685177,2759.66175704474,0.0,0.0
30,0.0,19441.78470188243,2157.3167745650844,0.0,0.0
31,10634.071069778034,10365.558827392035,14923.163772815578,0.0,0.0
