,Path3,Path8,Path14,Path65,Path66
0,703.8423149851706,0.0,0.0,1607.506230528818,2236.1785797518364
1,774.2982221347917,0.0,0.0,637.6365349858896,2070.3957759868745
2,907.4900751426251,0.0,0.0,63.065303616085075,1848.3542780807043
3,823.1731844268079,0.0,0.0,95.04207604763289,1385.438394577351
4,939.124757420167,0.0,0.0,127.01885473197893,949.8040889510537
5,780.1953228978273,0.0,0.0,158.99562716352676,918.1944897120984
6,652.3393850168072,0.0,0.0,190.9723995950746,1077.1643226745807
7,926.0365272915437,0.0,0.0,222.9491720266216,1286.9003530511488
8,1270.190976219907,0.0,0.0,256.1145388662793,1167.9985706675145
9,814.2082255542575,0.0,0.0,274.0105475125322,1026.676807977864
10,1115.2683697832445,0.0,0.0,301.0946679324433,1418.1998198544934
11,1172.2054985265556,0.0,0.0,305.0564408662064,1697.081388147496
12,1456.5874119203227,0.0,0.0,305.65670949253473,1825.8045864850164
13,1757.4897344250205,0.0,0.0,307.43350462646504,1765.4616805991404
14,1712.0305198015146,0.0,0.0,307.4875288028342,1353.8754576794606
15,1782.4439173775213,0.0,0.0,291.73047736172856,1191.673970068309
16,1775.794039903245,0.0,0.0,277.08392287933117,940.4596773398387
17,1082.231586088312,0.0,0.0,307.43350462646504,1569.544617768896
18,376.5489395188716,0.0,0.0,2468.0617653399418,2256.8472916657465
19,638.8435460227338,0.0,0.0,3568.733853391638,3024.902835326549
20,422.434798209839,0.0,0.0,3163.8260051484176,2963.90026455909
21,447.80504705411647,0.0,0.0,2308.547103990548,2606.547959393933
22,905.254812098879,0.0,0.0,1651.13530181663,2343.6068063438665
23,1349.6664466931563,0.0,0.0,1178.3336968284243,2191.2453882531786
24,696.9103153265731,0.0,0.0,996.3288181730011,1294.6903735341061
25,766.6723165914398,0.0,0.0,395.20571880920613,1098.4126165870287
26,898.552390156746,0.0,0.0,39.08773616315331,1254.7577829998372
27,815.0659193307423,0.0,0.0,58.90686922818058,1078.2900300678903
28,929.8755088893306,0.0,0.0,78.7260061686784,868.6582093513523
29,772.5113380097049,0.0,0.0,98.54513923370568,875.0218421906827
30,645.9146272295158,0.0,0.0,118.36427229873297,950.4674604540546
31,916.9161820744918,0.0,0.0,138.1834053637597,975.4165065008016
32,1257.68112390491,0.0,0.0,158.7392266228536,1103.4274164979033
33,806.1892545128699,0.0,0.0,169.8311333327078,1377.2259415723925
34,1104.2843186769323,0.0,0.0,186.61781146604739,1657.3568970581186
35,1160.6606852316013,0.0,0.0,189.07330959725365,1939.701280592251
36,1442.241779060267,0.0,0.0,189.44535476864894,2043.5158827730713
37,1740.1805758540704,0.0,0.0,190.54660847597793,1887.8583450017697
38,1695.1690797799347,0.0,0.0,190.58009254140327,1723.3192497814096
39,1764.8889901393222,0.0,0.0,180.81390679228588,1720.8223074009804
40,1758.3046059543813,0.0,0.0,171.73600461025018,1831.2516855408294
41,1071.5729075383506,0.0,0.0,190.54660847597793,1633.6494995851713
42,372.84038567859125,0.0,0.0,1529.6992416820572,2066.358198540614
43,632.5517060059537,0.0,0.0,2211.893375588337,2337.949921548089
44,418.2743238896328,0.0,0.0,1960.9323838064092,2277.64925738422
45,443.3947063184039,0.0,0.0,1430.8324062040847,2209.972175777534
