,Path3,Path8,Path14,Path65,Path66
0,0.0,997.3264073981948,832.4354965816534,0.0,0.0
1,0.0,1098.1985510554748,628.8309991499711,89.29331856559419,0.0
2,0.0,863.4253681310281,224.3521286754976,0.0,0.0
3,0.0,906.1698506929973,408.0990925710349,284.09159713129964,0.0
4,0.0,905.2500614864267,100.08574052771687,0.0,0.0
5,0.0,625.5541929798716,444.88169701132085,0.0,0.0
6,0.0,768.1435866170398,232.0733826120108,0.0,0.0
7,0.0,1175.281072102955,292.0097451850613,0.0,0.0
8,0.0,1045.692851557404,438.92332689898535,0.0,0.0
9,0.0,1493.2477887113098,77.96817008567467,0.0,0.0
10,0.0,1535.3014337725424,182.3323004672641,0.0,0.0
11,0.0,1456.897433581028,355.75470558610067,0.0,0.0
12,0.0,1364.7064863703315,264.12938974895496,0.0,0.0
13,0.0,824.6223789338255,878.3786897581599,0.0,0.0
14,0.0,887.9006519808777,0.0,0.0,0.0
15,0.0,672.4084847456481,0.0,0.0,0.0
16,0.0,845.3198570896768,729.4828063449411,0.0,0.0
17,0.0,1129.960867248059,490.95652283541733,0.0,0.0
18,0.0,1510.5713734131305,481.03267865784335,131.17192697115777,0.0
19,0.0,1386.8988610566885,683.986473545225,0.0,0.0
20,0.0,735.1379998050461,406.3456843094953,0.0,0.0
21,0.0,1021.1856196312508,671.7772032922524,0.0,0.0
22,0.0,764.5701629108701,0.0,0.0,0.0
23,0.0,881.4290627216358,340.2216101531845,0.0,0.0
24,0.0,892.1573849528016,731.6738033531351,203.690729551252,0.0
25,0.0,764.1589925809488,366.83187303920334,0.0,0.0
26,0.0,906.698711388004,460.6283821160884,36.643338433556956,0.0
27,0.0,1226.7200772662222,662.7177926956873,0.0,0.0
28,0.0,875.6791694085073,411.9590525216609,0.0,0.0
29,0.0,949.3833600930203,626.276628216629,0.0,0.0
30,0.0,1059.6928788996124,1095.9170289760943,0.0,0.0
31,133.10370789259858,1199.6905892430325,1127.0457496077195,678.1309483743016,0.0
32,369.2559162322402,829.0781278628107,733.1730004592622,484.2721457774669,0.0
33,0.0,1144.6545143721287,633.7404113349538,287.9667176132046,0.0
34,99.23140786093,705.109777474673,576.7268927990858,80.41016080348258,0.0
35,291.77603556776364,964.0381972731946,924.0674890898475,1.2713755062788437,0.0
36,0.0,1459.4131481731592,345.6772910484506,203.67974314720254,0.0
37,0.0,1029.1086430409089,101.22027529311724,347.44453378937465,0.0
38,0.0,932.9761045178923,72.66973385007556,109.09367045114844,0.0
39,0.0,1144.9132436565915,295.26679770137815,0.0,0.0
40,0.0,1124.3545874092397,30.422704705458752,0.0,0.0
41,0.0,1334.4345324527135,397.1559316812057,32.538546350822465,0.0
42,0.0,896.310129597052,394.2392513677442,43.228039507763185,0.0
