7.871329625389205376e+01,2.969640884028177652e+01,2.114761993562246190e+01,3.046247443281599843e+01,-5.999929770946464913e+01,2.606290243677242913e+01,2.501445241410334930e+01,1.812177853978298447e+00,0.000000000000000000e+00,3.104651349057106202e+01
9.476318667697661624e+01,5.310209421324687185e+01,2.114958052481965822e+01,3.046247443281599843e+01,-5.992129761868491755e+01,2.606083218873921936e+01,1.837119519387041677e+01,2.265915980732536994e+01,6.578471989345151094e+00,1.314872982179803884e+01
9.516292721742770766e+01,5.327538005791340225e+01,3.242869172966848623e+01,3.046247443281599843e+01,3.100234070214574089e+01,3.037908375450840737e+01,2.416879612884147477e+01,3.288031542299160037e+01,2.525889156906334776e+01,1.938514391094295775e+01
9.545051850961777973e+01,5.339511872692708039e+01,3.242630453781188038e+01,3.046247443281599843e+01,3.100149517078468975e+01,3.037473647562994117e+01,2.426080687313366013e+01,3.291580693816607806e+01,2.531058929890705755e+01,1.961132656000297558e+01
9.549430979779461381e+01,5.341342998766109673e+01,3.241169366625681647e+01,3.046247443281599843e+01,3.099616810084896557e+01,3.034816051441231366e+01,2.427043221787458904e+01,3.291950057022727094e+01,2.531595168969556653e+01,1.963589503861182806e+01
9.557378752389438148e+01,5.344574781307935751e+01,3.241244468600680761e+01,3.046247443281599843e+01,3.099644825953638261e+01,3.034952522936449526e+01,2.430753592797038465e+01,3.293385946354881355e+01,2.533642081455564110e+01,1.973180234382946097e+01
9.552757611261569082e+01,5.342777471131329747e+01,3.241284815499425065e+01,3.046247443281599843e+01,3.099659848608747836e+01,3.035025845212796369e+01,2.430163651064771813e+01,3.293141317791648959e+01,2.533274458293960052e+01,1.971432134971397332e+01
9.565926455402197348e+01,5.348057198510772281e+01,3.241450453649049024e+01,3.046247443281599843e+01,3.099721314704801500e+01,3.035326902351404499e+01,2.434921855758325293e+01,3.294851056129551381e+01,2.535640931367710849e+01,1.982893488802020343e+01
9.556648416384149414e+01,5.344387736186633475e+01,3.241423029371561881e+01,3.046247443281599843e+01,3.099711160949811983e+01,3.035277052269949749e+01,2.432231951699952432e+01,3.293772529678507510e+01,2.534123899237516397e+01,1.975488966655101919e+01
9.569816737703214926e+01,5.349620207999004862e+01,3.241299627199963851e+01,3.046247443281599843e+01,3.099665358598777942e+01,3.035052763505774109e+01,2.435984923172314254e+01,3.295086608444638898e+01,2.535933627715464667e+01,1.984346611382180825e+01
9.562265567103347053e+01,5.346650920147854436e+01,3.241186832970615939e+01,3.046247443281599843e+01,3.099623331795912762e+01,3.034847789112363969e+01,2.432061395489268563e+01,3.293268949174967020e+01,2.533268162808168000e+01,1.971402299127135649e+01
9.564503725059893213e+01,5.347543808757620099e+01,3.240324716793386983e+01,3.046247443281599843e+01,3.099297023754296276e+01,3.033282187474160807e+01,2.431847987480816542e+01,3.293311690807377090e+01,2.533335759937394016e+01,1.971722833784022910e+01
9.571072821488441207e+01,5.350119507042363409e+01,3.239570240289521763e+01,3.046247443281599843e+01,3.099004113212557243e+01,3.031913614894285303e+01,2.434689921383886357e+01,3.294400267790399539e+01,2.534887563106810049e+01,1.979190183349757959e+01
9.566697676484935187e+01,5.348429102479988018e+01,3.239675560240644359e+01,3.046247443281599843e+01,3.099045411441938569e+01,3.032104571415460725e+01,2.434246568991136073e+01,3.294104722589847256e+01,2.534508662757623654e+01,1.977347267071633397e+01
9.552207274208736010e+01,5.342643311061689104e+01,3.240047281314658534e+01,3.046247443281599843e+01,3.099190109166577756e+01,3.032778768295543870e+01,2.430913155648545754e+01,3.292867986740589714e+01,2.532865217962607218e+01,1.969499575354659981e+01
9.568348505674853754e+01,5.349024870442260493e+01,3.239927659986911124e+01,3.046247443281599843e+01,3.099143725679062911e+01,3.032561770582577765e+01,2.435098688117927779e+01,3.294280748790384195e+01,2.534862777754812058e+01,1.979069234230549412e+01
9.575432326335271682e+01,5.351757278469151657e+01,3.239978401800544816e+01,3.046247443281599843e+01,3.099163421927033113e+01,3.032653813736527582e+01,2.437601295993579598e+01,3.295165937386425270e+01,2.536141588179713580e+01,1.985384022522683267e+01
9.576497097116529744e+01,5.352269078011015324e+01,3.240021893936881980e+01,3.046247443281599843e+01,3.099180279502472146e+01,3.032732711559609484e+01,2.438563740578766570e+01,3.295660359664989869e+01,2.536828012369278795e+01,1.988838116528362931e+01
