2.806592247118123282e+02,1.588598827976396751e+04,1.053781451078985327e+02,2.311975954997500230e+04,9.299231184194929938e+02,6.275420279564247721e+03,9.644817692620256011e+00,4.398678225156269036e+04,2.137925289496117784e+03,6.065923077119657137e+03,2.276108719712539460e+04,2.939446055332869179e+01,2.016682759547680234e+03,6.358224897439429697e+03,6.737748907005869114e+03,6.232070887583419790e+03,1.497460738195640806e+04,1.332740056994120437e+02,3.593905771669537899e+02,1.087356312155983460e+02,3.502221611772880294e+01,5.022646386649075794e+02,1.945678673207155953e+04,3.696789479093596356e+02,5.390858657504306706e+01,9.217855005998504566e+03
2.799592601275081165e+02,1.693547818597620426e+04,1.075605743401763164e+02,2.366842643342990050e+04,1.010836755902953087e+03,6.254644069287454840e+03,1.239469939713338142e+01,4.502769604326796980e+04,2.152788105615607947e+03,7.795408425870051360e+03,2.488349651780130080e+04,3.002381953874216336e+01,2.016299660789004292e+03,8.243835869627389911e+03,8.695134890690316752e+03,8.056622210451670071e+03,1.627756450729392964e+04,1.448703241149159737e+02,3.906615481750542926e+02,1.110255441507918874e+02,3.780687829399141009e+01,5.255880344265401618e+02,2.100382127443967329e+04,3.990726042143537597e+02,5.859923222625814532e+01,1.266182754240559734e+04
3.099125797680330834e+02,1.727862243941540510e+04,1.071074012746793045e+02,2.348437073476472142e+04,1.035971381100026065e+03,6.240927509803100293e+03,1.350762695177001582e+01,4.467767990631164866e+04,2.122465806881096341e+03,8.495362862748437692e+03,2.554541381267964971e+04,2.577722599382162372e+01,2.015947190316010165e+03,9.016459099708992653e+03,9.491780039161854802e+03,8.799303492120370720e+03,1.668230887439655271e+04,1.484725489821293252e+02,4.003754129855173005e+02,1.104987949607137239e+02,3.870074017613070083e+01,5.339067139774094812e+02,2.150041120896150096e+04,4.085078129702685032e+02,6.005631194782758797e+01,1.292320695910556242e+04
2.697945867719433863e+02,1.778132755791639647e+04,1.091946416357091607e+02,2.391907631877300810e+04,1.065719874806095049e+03,6.231360173535696049e+03,1.377917892928880406e+01,4.549878905333029979e+04,2.095425410556100815e+03,8.666150269992958783e+03,2.633042808106586381e+04,2.649945127441853998e+01,2.015125376375006226e+03,9.205814176039411905e+03,9.686544585510899196e+03,8.980845524511418262e+03,1.716135064099992087e+04,1.527360207048992891e+02,4.118724153839980886e+02,1.126319253414746555e+02,4.000465211370903518e+01,5.393523332511881563e+02,2.222480672983835393e+04,4.222713278669286865e+02,6.178086230759971187e+01,1.397258029400672967e+04
2.843662258127716882e+02,1.816855622565869999e+04,1.107303347227312429e+02,2.424666896182643541e+04,1.093639458029626894e+03,6.220259161720329757e+03,1.421080316817066524e+01,4.610928880685800686e+04,2.012902303262917258e+03,8.937612055453248104e+03,2.706873997814838367e+04,2.707579593184190614e+01,2.014498032529560078e+03,9.507466697942438259e+03,9.996426136124724508e+03,9.269652941984848439e+03,1.761094135313408697e+04,1.567373780428933685e+02,4.226625924752181049e+02,1.141890557459905580e+02,4.104877546255629994e+01,5.494735956812774020e+02,2.280487525697572346e+04,4.332926298825387335e+02,6.339938887128271006e+01,1.464501133884142291e+04
2.962157630646507300e+02,1.861131719294784125e+04,1.144398952995242809e+02,2.507296161689141445e+04,1.125921502936345178e+03,6.213075837297702492e+03,1.439421923181140173e+01,4.767084647394606145e+04,1.970993041836863085e+03,9.052968070321636333e+03,2.792428296180413236e+04,3.452811219803663079e+01,2.014197637555485016e+03,9.635904513555782614e+03,1.012822280511687859e+04,9.392470770499139689e+03,1.813078104567383343e+04,1.613639513064971140e+02,4.351387450961719878e+02,1.180179829187216853e+02,4.223836301648211844e+01,5.609171397482198245e+02,2.346575723137895693e+04,4.458493873962001430e+02,6.527081176442580102e+01,1.211358826135738491e+04
3.234125897829363794e+02,1.867192308566975044e+04,1.126319145859203985e+02,2.466292480479552614e+04,1.124023091725848417e+03,6.201977781034105647e+03,1.475098038235262621e+01,4.689407975699875533e+04,2.066836534824351929e+03,9.277346152423035164e+03,2.787391581097921880e+04,3.565915295763496573e+01,2.013960046810893118e+03,9.886159981240631168e+03,1.038477424602944484e+04,9.631513297627163411e+03,1.810021081684135788e+04,1.610918762698880755e+02,4.344050596041926156e+02,1.161401826487220461e+02,4.245469049837551978e+01,5.619310737081302705e+02,2.358593916576417905e+04,4.481328441495193715e+02,6.516075894062888096e+01,1.223672697919996790e+04
3.337345709653682775e+02,1.904221752633518554e+04,1.183532792700320044e+02,2.592676505771255688e+04,1.149296273248865873e+03,6.189210074864331546e+03,1.466359403198350897e+01,4.927296335869364702e+04,2.076315116961751301e+03,9.222386183637427166e+03,2.854500667139976576e+04,3.601018203438780318e+01,2.013677736652698286e+03,9.824808688551931482e+03,1.032190986841332233e+04,9.572943248114568632e+03,1.850718636471603531e+04,1.647139586459727241e+02,4.441724727531848771e+02,1.220715018158571041e+02,4.339750173002897782e+01,5.767142142180648534e+02,2.410972318334943338e+04,4.580847404836392229e+02,6.662587091297773156e+01,1.186545368154523931e+04
3.285208363461720751e+02,2.006890162644131124e+04,1.273690529968088470e+02,2.793237657821278844e+04,1.224951316007107607e+03,6.178425009068948384e+03,1.547603801257022305e+01,5.305149078714868665e+04,1.531163384105869909e+03,9.733357240610203007e+03,3.056111825277394382e+04,4.204126767192214231e+01,2.013497710234079022e+03,1.039652553936496406e+04,1.090696134251021613e+04,1.011791539721334811e+04,1.972546402587934790e+04,1.755566298303261874e+02,4.734111366211043332e+02,1.314209625442557865e+02,4.618020726129453379e+01,6.020680492753519957e+02,2.565567070071918715e+04,4.874577433136645368e+02,7.101167049316565283e+01,1.240209785580773314e+04
3.314223285205025604e+02,2.018683085381562341e+04,1.272989103953940457e+02,2.791295559585999581e+04,1.228010941384474563e+03,6.166450820290358934e+03,1.554434280996019879e+01,5.300463700716804306e+04,1.628511097065708100e+03,9.776316232679369932e+03,3.064287843911765594e+04,4.219656859495365353e+01,2.013302303129892380e+03,1.044472711992963013e+04,1.095620878275908763e+04,1.016377649683850177e+04,1.977473335562760985e+04,1.759951268650857230e+02,4.745936005350626488e+02,1.313534914762037999e+02,4.641783931711735534e+01,6.026719438746719106e+02,2.578768850950964406e+04,4.899660816806832031e+02,7.118904008025938879e+01,1.021219953380444895e+04
