,SHA_otf,ORO_otf,YRS_otf,FOL_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,ISB_otf,SUC_otf,KWH_otf,PFT_otf
35,77831.18060010247,67409.44096211465,31391.594737764735,26344.334515497598,8005.479338584888,50897.16930692539,32883.2072263561,84988.90763430703,4603.150619686311,2639.937005718295,5503.767045277111,44183.40903302909
36,79054.10846852577,70263.67511385537,31391.594737764735,28983.49939188987,8005.479338584888,80415.97490079277,47741.768725794944,149053.12657328212,4603.150619686311,2954.49586153504,7212.103553342159,56356.84607844484
37,79054.10846852577,67641.94052031025,21152.319340213573,31071.224655300062,8005.479338584888,81165.93768882664,44914.05498365115,129415.54298310351,4603.150619686311,3202.1917354339553,11427.573506404655,55191.984304927006
38,78655.63301879435,62242.8166442199,20860.226054784427,29841.314396784455,8005.479338584888,55180.74054668553,24814.94902070625,102049.23346372037,4603.150619686311,3202.1917354339553,8218.717666285891,38075.159661464844
39,71348.58710421766,57882.83102610549,20626.551426441107,27676.768289954744,8005.479338584888,43154.31025209081,19121.382815426376,101851.61408798616,4603.150619686311,3202.1917354339553,6729.822297880995,32761.159180199742
40,64105.353965840746,53212.61864231436,20439.61172376645,25786.936823932407,8005.479338584888,42444.88599314004,14937.020283699247,107368.78366003567,4603.150619686311,3202.1917354339553,6728.611915471436,32761.159180199742
41,58798.45657880336,51197.46296973185,20290.05996162673,24189.18495662817,8005.479338584888,38985.59817806559,15514.54948729698,114345.71149343501,4603.150619686311,3121.674754125988,5503.767045277111,32069.191660760505
42,55901.41136143362,46797.57625814734,20170.41855191495,22993.79970501312,8005.479338584888,34526.35997894623,14490.252409217886,110865.92164316576,4603.150619686311,2896.8661727643735,5503.767045277111,30561.16981018859
43,56067.46211586401,49185.26089918383,20074.70542414553,23596.13927708664,8005.479338584888,60558.85207168408,32437.244830454118,135299.93763530892,4603.150619686311,3202.1917354339553,11564.224326996804,44635.04662995407
44,53909.46479078228,46439.24818721442,19422.583950952278,24324.282770346963,8005.479338584888,52214.67150211977,24133.900431557926,146751.4345946904,6839.6995006359675,3202.1917354339553,14652.60588195923,48480.322781975294
45,50977.851575821136,43867.22574114392,18900.886772397673,23513.972796350485,8005.479338584888,42640.82221704069,17040.098326989213,146754.48184909788,10812.835627962959,3202.1917354339553,9285.86651798879,41195.367322003505
46,48027.254017847255,40435.311345082424,18483.529029553996,22271.64041472089,8005.479338584888,37918.0835788825,14201.48780741902,122720.27553937644,9676.059698024697,3202.1917354339553,11536.146507317484,42046.4043130978
47,44869.7033971226,37325.92241615809,18149.642835279054,20855.568987569142,8005.479338584888,30472.50707065595,12508.561466538888,111759.31177207983,8403.970194438538,3202.1917354339553,8818.600504400516,35745.98529838318
48,47169.805543830094,39763.914813571406,17882.533879859096,19796.085978382027,8005.479338584888,44472.653336508105,17137.18706200892,98324.93895436518,8433.85551517008,3202.1917354339553,9108.335486523181,41069.94740593456
49,46606.24526598355,37630.56126609835,17668.846715523126,19874.443604213477,8005.479338584888,38863.98259081701,16179.2529103057,119862.88106548457,8544.916157110483,7569.863885637418,12834.507650366519,43656.15835057586
50,48964.981557954154,41203.32076526413,17497.896984054354,19741.50068664322,8005.479338584888,51863.33758340133,29958.22796595429,118157.09446850314,9245.801930474574,5230.592042080036,9998.558497965258,50593.639272401095
51,47961.611308684835,39521.54368483386,16779.13489596112,20286.67732968348,13932.468704820778,54910.483686132815,31925.09629141457,170035.36638646873,22326.300569698782,13804.878598021316,20464.383009518773,71938.19606517082
52,46184.95982923566,40308.25973989206,16204.125225486532,20370.093739376793,17925.097393598928,55369.92034907252,25871.936431064438,149247.69859592518,32949.237284322284,23389.324791387968,33014.60229986344,78631.03340393744
53,44320.60856950527,38133.98395794744,15744.117489106866,20094.574523265357,14864.878571232375,44154.26063613572,19028.760207302297,127960.3557513905,22906.623514342857,15474.174845173831,24494.50392926908,66022.11633675685
54,41698.61167925219,35333.722954991295,15376.111300003131,19247.537250973382,10081.387589320708,38127.53264581093,15650.759205126667,120395.14082042516,14692.679604524157,8654.13889496177,15340.648945859639,52705.62285858841
55,38490.586914639425,32625.920290243677,15081.706348720141,17988.988331818055,10116.113476666716,34593.924194084415,12512.487306331204,120947.7959626342,11934.8599544564,6803.728148447596,12187.142652456356,43493.324002056375
56,35415.64071853285,30124.85853984294,14846.182387693752,16799.8755307846,9734.128715860626,30229.27589615855,12508.561466538888,114176.10578901338,10954.29193427373,5754.439307599589,10173.063672149196,42999.17349109836
57,41284.74354915572,27793.190413381755,14657.763218872635,15506.416184016474,8787.848285682072,33256.1527343486,12508.561466538888,50900.84077511345,9561.44880260248,4948.671210798503,9002.935728413651,41561.66604433527
58,27323.86299252155,31484.368083707996,18256.387239075204,17983.615470224846,21948.94344215603,38520.741381532265,12508.561466538888,147488.808419878,13721.687084647872,7348.435644112682,6922.541047036291,41623.646269598874
59,25308.382415244847,27838.21911453225,21135.28645523726,18752.59228746024,24503.164525362907,43807.85678053372,12508.561466538888,114310.75916441395,13093.309412606759,6740.025526684824,7929.437408899299,45376.61321589375
60,24737.677359577036,24909.69823129585,31122.285352834453,21835.142629149766,33701.06557445904,63096.992022952036,12508.561466538888,130706.33502487533,12748.102071750667,6277.510921467884,11754.659325694136,53690.795741556685
61,24569.834322215964,26202.419274226402,32650.88331988555,24244.75359308658,28622.5318448264,52888.41459933303,12508.561466538888,131991.4091919268,13470.054974290746,5881.910009301851,9528.099212753428,48535.23219823459
62,34345.21989381194,46794.88251628638,32650.88331988555,25222.99367591057,24493.068036834637,48319.93519981277,12508.561466538888,159812.08277645867,13501.467348100867,5867.701683241376,8846.371954547994,43458.446043593474
63,47177.00917905015,77493.44901300587,64679.768451963486,26240.132628638086,33660.67962034666,53407.30361755014,12561.363044710846,149961.62730314475,12680.454219141297,7697.1922015894625,8981.601076916251,44419.279712767064
64,53928.6292871032,95154.82790043353,64679.768451963486,32041.348306744516,59103.83071115074,102115.19015366877,24249.08343671125,197033.36054356545,12559.4807941234,5700.922390092213,15513.972715242875,67261.99659074945
65,54694.02665915071,82272.33424715279,64679.768451963486,33897.52537530703,38335.35380885547,63503.079080687174,16971.02529699615,205257.7050690736,11405.167807553395,5330.761711495166,12308.246342187713,54800.03245780414
66,53398.05096057474,78973.35742512246,64679.768451963486,33959.566166392266,32055.337944379386,62713.465357313384,15044.285072849618,185177.1453813825,11721.095467843143,5124.7409836182205,10965.141893185979,51169.549925284686
67,59460.713650276906,81056.48379227635,64679.768451963486,34223.44209650477,31833.215196761168,53700.58871480331,14485.551963920496,197887.52303330644,11868.348158800112,5059.315307070078,11035.185616879486,51091.33061171826
68,70300.98339264841,148664.33146070954,64679.768451963486,34284.490435947366,29824.013979669842,50880.53970275382,14492.346410237726,191556.09662939954,12745.165608088902,5110.532657557745,11351.793173959204,51094.354810415294
69,79054.10846852577,125783.4324318117,64679.768451963486,33990.139412925455,25886.383453712184,55313.65674969562,13809.460124098297,164073.8352215906,13821.108071091856,5095.580226859268,10822.100665202952,50864.231962261234
70,79054.10846852577,197061.11032082353,55859.190702452186,34255.30505360988,28299.444211927337,47056.55324241461,13388.675691880922,263308.79819341796,14949.97099691562,5116.892715949988,9417.946013973864,49037.89018482988
71,79054.10846852577,204350.94618567286,55859.190702452186,39264.86937507685,33377.97794155998,56046.86949282843,12706.995539731588,260792.81390574804,13836.350311738533,5009.586165858402,10129.607617173771,48180.97709797961
72,79054.10846852577,120819.54176288648,55859.190702452186,46306.60304021455,35518.433509516486,50215.00813591001,14025.589364718218,208458.96314514423,13239.648934096609,4858.910532947388,10647.352920254865,51073.66540522043
73,79054.10846852577,92897.45441341934,55859.190702452186,173158.34944800253,85344.60439567443,91703.56920118206,26581.254919461055,260195.51485081358,17733.880577635744,5086.2437499150465,12519.559121893662,63820.25978369489
74,79054.10846852577,76690.25227833456,55859.190702452186,96632.14813629135,52379.569351438215,76700.90845707887,19357.5533277739,271134.53936569364,17557.744636932995,4944.904593948255,12815.22585544506,60168.053803515904
75,79054.10846852577,67881.90153180447,55859.190702452186,70985.62992720655,44595.17669627548,76418.90355587394,18195.703007532116,258334.66243660657,19384.74322385248,5037.258713341364,10973.54475491994,52236.374672711485
76,79054.10846852577,64633.90298278193,55859.190702452186,72108.74493008971,42373.9492200942,67778.27338295427,23839.740261729963,274928.57869125897,19926.367056432013,5037.258713341364,11431.42127162509,59907.13627784513
77,79054.10846852577,62668.224602072005,36490.5603513724,78545.65358364316,111161.32556201822,251216.82151874926,142712.01925813305,603938.8073934867,20449.267603793232,5221.96695212759,15481.08468603941,121942.90890111483
78,79054.10846852577,71999.7367858425,36490.56035137226,69419.19873263991,71764.8273253842,146514.041799376,57017.021628634466,682485.9486791443,21205.243423152064,5219.734638213606,26855.000099378314,146471.680991778
79,71166.60714582865,77362.42149811526,36490.5603513724,57731.223894062554,50925.67500339221,92594.70468898982,39737.626395026484,325460.22837269376,21966.04303976829,5235.4311735500705,16141.871120716523,93497.51297782143
80,63525.64427026446,63021.779776908465,36490.56035137226,57467.905636344476,51985.80629884243,102137.75054576524,40586.46094522772,440757.86682558974,25530.561610324425,5752.546865481557,23476.88890946485,111441.04754010699
81,56661.9187539755,60696.93373267651,36490.5603513724,87782.23413028033,67090.1531368754,125239.59205247453,68042.81851304694,540916.9537218132,29310.65949580578,6747.129689715062,24412.992010284244,111755.43737592122
82,50669.92315133902,58271.15527542894,36490.56035137226,85228.17521250011,58911.99742911686,124010.0506832211,49266.968693705065,505942.1098912276,33006.9702697952,11354.347856500124,33553.125961186866,141829.3583624236
83,45842.1735892979,55057.99025567673,36490.5603513724,89271.58778118958,61466.409026725465,115008.45423675903,43892.56165679711,392944.4055924036,26767.41485668458,14301.087304773457,22389.9325714347,110190.01368672753
84,40623.69453637002,51701.56314645942,20777.12257169082,75686.23259956652,53570.954997753615,103965.14230557326,42479.14203024792,347255.9145866589,25764.287079511378,11116.93405795025,19672.017060079135,95573.15410558622
85,36203.87461129697,48664.783889313694,20184.871871443484,60263.411131396715,46220.71134929928,79227.67237187519,31023.70553944289,331089.9685772135,26744.63150332985,22597.26151481701,18298.387509963723,91926.51862665082
86,32174.870873287175,45561.413168171,19711.071311245614,53910.3343305319,44968.74677181519,77140.8361029585,27718.16297486294,382110.16776142915,21525.924614489213,15272.869430640252,17107.908566530376,88467.11653273183
87,30498.271780647687,42235.57941751944,19332.03086308732,49243.06584093721,42434.528151262886,81833.39765900897,27363.2632554499,356508.96183976054,19675.89072408505,10878.032146510994,17674.16601365745,90436.29005232653
88,27429.13520567352,39191.49835611914,19028.79850456068,53862.07800817887,42828.29120385867,75347.28493129498,27590.744890785038,322913.986976361,21027.888056160828,12015.44233598728,20706.916813735126,104709.95423160218
89,27810.7319164373,37522.26251034993,17180.900824611625,36765.431012651636,18791.9166264324,47744.37937141421,14324.700918002041,86945.21259511767,8283.239579714033,6425.690026719062,5503.767045277111,17124.516338058012
90,27766.581217907435,35318.70257035443,17955.96481496969,33672.58400547752,14495.549604105554,36433.64614688148,16071.4877951163,89201.98508766749,9415.922497010042,4147.391168066759,5503.767045277111,13861.104545609514
91,29318.82879444,43618.864383687454,18576.01600725614,37758.00356331809,35215.8394120341,101156.86730092512,48258.40124021242,162372.3285445665,9888.108770941595,4263.883377730642,6271.789646313507,51379.196073669315
92,29845.645027148545,47430.84997440847,19072.056961085294,91843.92138842147,69242.58180517993,165525.98108314988,57699.63761785577,257487.9397178067,9556.642629061416,3901.481409137864,21159.163096881064,83899.20936024777
93,29115.028226872837,46923.349384704496,19683.237832743078,68709.33911727622,42212.30181527023,104762.13344494789,41897.11886780455,222183.1283490451,9625.325983035435,3479.021687473862,18234.799950265187,52107.72071469019
94,28384.8447848628,44278.17142979327,22737.927376401916,41514.53256801677,24219.83580845551,61467.36145097038,22856.404729166243,130791.97090860718,10055.534874124878,4114.012714007147,10202.289473908055,29633.577007585234
95,27377.05348393452,42394.51839783323,22737.927376401953,36186.79897810716,19958.313494638478,47303.33220537473,17892.45786714049,106953.98418317035,10300.259498845911,3818.712082386252,8236.433991375645,24591.48522318935
96,27010.581917582156,39438.963585622965,22737.927376401938,35213.47034184639,20140.40928249825,48885.514634755054,15471.263096040368,96549.18732301008,9153.248990577613,3483.053732381847,7367.069969870908,21778.6833387267
97,26725.798329938098,36284.69789019802,17615.74373035768,33464.63673818957,18514.896088516132,42443.72442246218,13715.725446832177,97974.88082972715,7930.12415157862,3251.2304586751593,6728.94264213026,19644.84427312099
98,26222.53167394343,34724.315616204774,17185.12051704382,32251.911035676338,17817.811454681258,42617.28563509112,12698.250497891231,95403.46693122601,7183.352432441233,3224.1425087454263,6202.690563044905,19744.196323763583
99,27978.906741017738,35291.1126808735,16840.62194639274,31527.06054662967,19019.162776654357,42408.45444878187,12508.561466538888,85529.33643275549,6989.407299153152,3342.344472075151,5630.290154585423,18396.16902200471
100,33619.01509908101,36504.07022522642,16935.850861359315,31318.43619681562,18410.499297831462,44930.337409701766,12508.561466538888,87273.90047984917,6399.471038026612,4490.985748824038,5503.767045277111,17830.42895884934
101,34996.87201172109,34906.75792000875,17144.33426378837,30905.607063871626,18374.932150804147,39217.05279870944,12508.561466538888,88304.8080886494,6278.695841606319,3573.414958544969,5503.767045277111,18755.93250972293
102,34205.19210134124,33062.84820723622,17144.334263788412,30174.041561990947,20038.30713606076,41524.04917868292,12733.05850649054,92590.62243456634,6289.958243053276,3890.674279098087,6187.278665653073,21662.086335598506
103,33954.50427202065,33011.264723889726,17144.33426378839,30144.338609145016,19765.16345427122,41927.555759246745,13574.460003093172,86570.90753979745,6088.57615177058,3329.559479645869,6841.537969643298,20230.153598401692
104,33692.26286706646,41281.3034021906,14628.797545580699,33514.99834323441,25950.622325728422,52406.297495284074,17663.963791973587,85668.8643161033,6834.359745554549,3006.8263717313,6152.196741221276,20394.439944034242
105,32092.1294949765,39263.28699177396,14163.00662444527,38777.60029832115,24650.891619356164,60441.55760226761,17083.06195378666,105821.9388395386,8398.324717914504,2792.993671580388,6608.624326994655,20652.752488195387
106,30283.07799894217,36417.82186162456,13790.373887536914,31009.84577185489,19790.444565589678,46980.19228848683,13773.595969596778,97417.75356654795,9722.775768670148,2717.5478429827263,5521.792164120014,17666.2177521252
107,28641.15581672485,33883.045709487116,13492.267698010226,28634.87777032678,18375.700367603007,39488.50943389357,12604.818244054544,84350.22345208966,11741.029561032792,2834.2442318387225,5444.233160963872,17725.528628957345
108,27007.379274570663,31550.269338228176,13833.301943944454,27724.488433050574,17657.493506616032,40327.074361003906,12930.620988303408,89441.96950605135,11531.086018087408,3081.1109571965735,5898.239805613439,19081.12896050172
109,25491.57866276358,29648.124686561336,13981.549539903528,26972.40840042083,18066.989538786383,37821.10006802649,14233.10126463423,94243.6150333579,12038.170709061702,3559.5966795577283,6367.716259895218,21415.69488486878
110,24188.774018812783,29005.458021051854,13981.549539903506,26617.298869124348,17997.71948465093,42509.85562311292,14021.006737036605,93904.22555445351,11410.864324487613,4024.4042750808817,6610.0651166652815,22589.688779386583
111,22699.605332473304,27723.9113081097,18534.14463030524,26066.25216246574,16739.35384107731,38659.66499513729,13059.887540218517,93850.4887647364,10998.486044157273,4022.898700607154,5618.93031014391,21134.362695717482
112,21426.371879491104,26743.547357552954,18534.144630305214,25448.449278739095,16313.005640627918,35660.070412575806,12508.561466538888,91365.53337110027,10760.0501032251,3740.663560736637,5610.239009267368,19050.461146817655
113,20233.8739953566,25776.09967423906,18534.144630305247,25058.23388792861,16491.599586413493,38704.33677328958,12508.561466538888,90204.71841511612,10402.191180247852,3354.2488182044503,5303.131704458893,19344.691221338544
114,19313.052323730913,25124.753321533713,18534.14463030524,26290.53211819013,17276.888743645595,54301.95246717827,13601.556530644984,84453.72016160397,10516.44013953071,3058.195301835401,5663.8739300669395,20908.816858155005
115,18709.927992060137,24541.852842510183,18534.144630305214,28851.46685662553,21356.754250631006,50239.557686068336,15770.930699807017,86829.44134147129,10527.590217122532,3002.8582563548653,5727.42798463179,22404.108976726253
116,18275.017280347078,24788.59819125942,18534.144630305247,30855.26012202307,24063.568428749382,54487.8634819931,19291.313524030113,85557.47519083657,10398.036589809599,3098.552922707605,6939.160114305438,27302.835167565132
117,18147.484043196513,25439.389463860763,18534.14463030524,34476.217876989474,24084.469735937804,59516.597173834205,23831.76569549824,94177.542096007,11799.784330545972,3201.3671030447895,8598.864925073027,32983.176332951545
118,17995.46996127804,26231.048640937006,18698.74627000601,34484.11507709317,25205.606496524713,60175.70483561995,25670.355806737745,176565.30122158775,10990.194209400832,3277.7058710285755,10659.8980927342,38098.30041795164
119,16283.321162678167,31313.051533945916,23359.832361907982,38857.08310115241,52242.336599192975,25641.434857754917,30342.718327842795,170108.08611537304,123592.0146047239,3572.925406162999,12835.744811546829,39268.10604408548
120,14764.641488803745,31518.974728338366,23359.832361908,37398.46424592827,46541.753896039045,28076.12232514596,29844.775838895708,176232.20357497246,122162.06566460645,3421.6848469926335,13209.71898887356,41287.085760502356
121,13517.335901469696,33741.40914905632,23359.83236190796,35413.80115054941,44880.7654238847,28215.31071835313,27655.35148032356,167175.57052654473,13791.433945056437,3440.5570721988925,12455.45187636046,40234.72884054896
122,12261.536037438187,31652.18259542729,23359.832361907982,32757.71264781441,41207.76231971688,25560.789219328253,25998.938362845187,152508.73025764135,13923.173141636093,3518.74200519626,11597.173701051881,38612.437295738135
123,11104.851856521445,29615.034789173453,23359.832361908,30377.797132606047,38218.828289704725,36820.13602699026,24619.393610303112,142148.0037297024,13068.185304395984,4429.7435991468665,10324.189661359185,35991.92721014206
124,10223.059910612445,27803.503684042123,23359.83236190797,29135.175408512947,38005.90138908791,33792.78847473129,25630.370471244027,140711.4903132461,13084.078101200437,3738.1233918036833,10338.176710445214,36760.50367085372
125,9644.788087100453,26237.242177394568,20720.586145881007,29352.691602646708,37640.23311130355,28344.557083474152,27113.44480900684,148767.6341598902,13438.01413360335,3443.158564096619,10850.346242014388,39021.894473527595
126,9726.889395692095,25279.812537366328,20720.586145881025,28896.99446677475,42450.02295239455,28394.26722390533,29674.659284275484,160716.3232255372,14308.133112187374,3346.8600765122274,11928.632037603262,42370.45825416548
127,9815.101573678354,24189.556652699193,20720.586145881047,29967.910313913235,51793.21544283041,53502.85915569358,29802.151190454024,173025.02497829593,15591.787361049102,3448.13060812665,12514.173630794116,44780.63405945328
128,9806.798810578077,23182.910951376314,20720.586145881014,28306.634368800667,52575.67831847133,42417.49783954071,31245.29083184846,165316.90230941138,15954.49948600061,3193.9449133090457,13101.270468442835,46118.35850310974
129,10017.327820782924,22393.882035427963,20720.58614588104,27451.879430638655,54403.0530865825,31277.45536891382,32421.59803187339,180159.19135771313,17374.562216425707,3039.851059172007,13343.368230392964,47650.269169522246
130,10266.167946025505,26899.0601881765,20720.586145881047,29313.97996308381,58597.74825796179,31605.54229575957,32840.98433027812,173201.37514989672,16846.097702148505,3849.839401802788,13780.055309849795,48737.132758969674
131,7714.812734657441,26511.88524883584,20720.586145881014,28636.281404969683,59354.83160390004,30099.325040694926,34269.039576696974,172732.46996670793,17617.583611681403,3803.3295542640776,14285.231135869772,51673.72049637582
132,6049.860366996159,26052.48058249175,21115.75783540814,28720.66649277815,59613.197327175585,30511.91920627359,35507.58793741714,189144.14643936514,18750.21058576562,3212.4784882106933,15428.78617200582,55561.36314330526
133,5128.502026721789,24742.38535377297,21115.757835408105,27928.055884778158,61291.09784121681,33718.223264084525,36104.1595780147,200899.3760049387,20043.276126985198,2980.1997010762857,15894.1111507553,56892.272990906626
134,5607.719970617087,27993.672930452973,21115.757835408116,29453.313582631352,63486.928522095295,70707.53875892454,37898.68585806567,189431.81785717554,18882.339445723166,2978.2623395231944,15173.256325996275,52386.89148045295
135,5393.336189943546,28585.147274529994,21115.757835408138,30313.613265500324,65364.10337338273,62371.14820861583,38221.52606489738,184976.690961491,19375.99681739328,2623.9034340150138,15792.764990961572,55637.648222017364
136,4987.109243654171,28882.481261195,21115.757835408105,29573.79686049492,71418.56657688526,63792.85822494755,37727.960092280955,202817.03151726065,18966.0037434227,2677.824077461476,14549.865077919221,56037.13099419746
137,5247.182800885641,27555.13738053213,21115.757835408127,32204.44402509641,71156.57411442659,63792.85822494755,38509.76618097941,206436.86727223516,19740.440725386976,2649.007764195166,15276.049889687987,53633.12951426727
138,4422.973439330119,27736.618597049695,21115.75783540815,29842.310522696625,65995.99021295221,63792.85822494755,36115.61721759181,222864.52901095423,19221.546814662583,2668.6386600206665,14417.216477843493,53443.675240085584
