2.016682759547680234e+03,2.137925289496117784e+03,2.806592247118123282e+02,2.665525065726594676e+02,4.398678225156269036e+04,4.435750321740791264e+02,6.275420279564247721e+03,2.248779759134039978e+03,4.846914588068401827e+03,1.499717375169831257e+03,8.437759990506236818e+02,6.385186364593162580e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.187684684581220722e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.311975954997500230e+04,7.222600550785718951e+03,1.118492987670502043e+04,5.442990432799983864e+03,9.061302601299861635e+03,8.363344849833216358e+03,6.737748907005869114e+03,6.358224897439429697e+03,6.232070887583419790e+03,6.065923077119657137e+03,1.497460738195640806e+04,2.276108719712539460e+04,1.945678673207155953e+04,1.588598827976396751e+04,1.977447665039032699e+03,3.350980368796290713e+04,1.149126129453991416e+04
2.016299660789004292e+03,2.152788105615607947e+03,2.799592601275081165e+02,2.665525065726594676e+02,4.502769604326796980e+04,4.238738530869395618e+02,6.254644069287454840e+03,2.220560807967455276e+03,4.846914588068401827e+03,1.531827527486845156e+03,8.467319361733730148e+02,6.316492954648244449e+03,1.815959492426204349e+02,2.718956352950921200e+02,3.927543346311795176e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.366842643342990050e+04,7.394803367137707028e+03,1.144498480679051681e+04,5.557616835009301212e+03,9.252128679232657305e+03,8.536553519061611951e+03,8.695134890690316752e+03,8.243835869627389911e+03,8.056622210451670071e+03,7.795408425870051360e+03,1.627756450729392964e+04,2.488349651780130080e+04,2.100382127443967329e+04,1.693547818597620426e+04,1.977447665039032699e+03,3.499568033147586539e+04,1.578462328399619582e+04
2.015947190316010165e+03,2.122465806881096341e+03,3.099125797680330834e+02,2.665525065726594676e+02,4.467767990631164866e+04,4.590971732730375265e+02,6.240927509803100293e+03,1.948631583522369965e+03,4.846914588068401827e+03,1.315164591521511511e+03,9.814280632326025398e+02,7.339351595498856113e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.348437073476472142e+04,7.335710661969389548e+03,1.136335071900100047e+04,5.531249297799756278e+03,9.208232913392810588e+03,8.500587402752325943e+03,9.491780039161854802e+03,9.016459099708992653e+03,8.799303492120370720e+03,8.495362862748437692e+03,1.668230887439655271e+04,2.554541381267964971e+04,2.150041120896150096e+04,1.727862243941540510e+04,1.977447665039032699e+03,3.519970455623668386e+04,1.611046689645909100e+04
2.015125376375006226e+03,2.095425410556100815e+03,2.697945867719433863e+02,2.665525065726594676e+02,4.549878905333029979e+04,4.590971732730375265e+02,6.231360173535696049e+03,1.934278112405542515e+03,4.846914588068401827e+03,1.352012820123394931e+03,8.989203298254863057e+02,6.165367756912349250e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.391907631877300810e+04,7.479710324216308436e+03,1.158342494237572828e+04,5.638027619906294603e+03,9.385993778456220753e+03,8.666241399659456874e+03,9.686544585510899196e+03,9.205814176039411905e+03,8.980845524511418262e+03,8.666150269992958783e+03,1.716135064099992087e+04,2.633042808106586381e+04,2.222480672983835393e+04,1.778132755791639647e+04,1.977447665039032699e+03,3.598385092956201697e+04,1.741864794064181115e+04
2.014498032529560078e+03,2.012902303262917258e+03,2.843662258127716882e+02,2.665525065726594676e+02,4.610928880685800686e+04,4.590971732730375265e+02,6.220259161720329757e+03,2.004982891278411898e+03,4.846914588068401827e+03,1.381418159787852346e+03,8.942460588560602446e+02,6.858053900059008811e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.424666896182643541e+04,7.588290362633213590e+03,1.174986559914814097e+04,5.715973053244489165e+03,9.515754645499213439e+03,8.788121803391368303e+03,9.996426136124724508e+03,9.507466697942438259e+03,9.269652941984848439e+03,8.937612055453248104e+03,1.761094135313408697e+04,2.706873997814838367e+04,2.280487525697572346e+04,1.816855622565869999e+04,1.977447665039032699e+03,3.663903340041241609e+04,1.825692114343438880e+04
2.014197637555485016e+03,1.970993041836863085e+03,2.962157630646507300e+02,2.665525065726594676e+02,4.767084647394606145e+04,4.477540701622601773e+02,6.213075837297702492e+03,2.476113185425206211e+03,4.846914588068401827e+03,1.761638377450848566e+03,8.902110648612026580e+02,7.165729801629256144e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.507296161689141445e+04,7.856148340922653006e+03,1.215786819831038338e+04,5.907638045998712187e+03,9.834831909893473494e+03,9.082531372978117361e+03,1.012822280511687859e+04,9.635904513555782614e+03,9.392470770499139689e+03,9.052968070321636333e+03,1.813078104567383343e+04,2.792428296180413236e+04,2.346575723137895693e+04,1.861131719294784125e+04,1.977447665039032699e+03,3.779509821185236069e+04,1.510117135007490651e+04
2.013960046810893118e+03,2.066836534824351929e+03,3.234125897829363794e+02,2.665525065726594676e+02,4.689407975699875533e+04,4.393959941858980187e+02,6.201977781034105647e+03,2.669689836746724723e+03,4.846914588068401827e+03,1.819344538654845337e+03,1.023303227728644174e+03,7.688620747560630662e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.466292480479552614e+04,7.730478126166220136e+03,1.196325029491692294e+04,5.813640808938014743e+03,9.678348554060170500e+03,8.939040840152412784e+03,1.038477424602944484e+04,9.886159981240631168e+03,9.631513297627163411e+03,9.277346152423035164e+03,1.810021081684135788e+04,2.787391581097921880e+04,2.358593916576417905e+04,1.867192308566975044e+04,1.977447665039032699e+03,3.743327359874606918e+04,1.525467985951478477e+04
2.013677736652698286e+03,2.076315116961751301e+03,3.337345709653682775e+02,2.665525065726594676e+02,4.927296335869364702e+04,4.238738530869395618e+02,6.189210074864331546e+03,2.787332174287259477e+03,4.846914588068401827e+03,1.837254185427949324e+03,1.066726753954131937e+03,8.093154144997199182e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.592676505771255688e+04,8.141430842580806711e+03,1.258947848342687212e+04,6.110545449299984284e+03,1.017262515132142471e+04,9.393117402383491935e+03,1.032190986841332233e+04,9.824808688551931482e+03,9.572943248114568632e+03,9.222386183637427166e+03,1.850718636471603531e+04,2.854500667139976576e+04,2.410972318334943338e+04,1.904221752633518554e+04,1.977447665039032699e+03,3.889021702615795948e+04,1.479183915826057455e+04
2.013497710234079022e+03,1.531163384105869909e+03,3.285208363461720751e+02,2.665525065726594676e+02,5.305149078714868665e+04,4.095457228417473630e+02,6.178425009068948384e+03,2.996514329162836475e+03,4.846914588068401827e+03,2.144962636322558410e+03,1.028400554531643138e+03,7.760830151775168815e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.793237657821278844e+04,8.787257556283981103e+03,1.357638285895251829e+04,6.578552345729471199e+03,1.095174687868798173e+04,1.010865499974673367e+04,1.090696134251021613e+04,1.039652553936496406e+04,1.011791539721334811e+04,9.733357240610203007e+03,1.972546402587934790e+04,3.056111825277394382e+04,2.565567070071918715e+04,2.006890162644131124e+04,1.977447665039032699e+03,4.164219169669719122e+04,1.546083627577109473e+04
2.013302303129892380e+03,1.628511097065708100e+03,3.314223285205025604e+02,2.665525065726594676e+02,5.300463700716804306e+04,3.916355600352569013e+02,6.166450820290358934e+03,3.155228833760764701e+03,4.846914588068401827e+03,2.152886152803757795e+03,1.053197475604518331e+03,8.355902089651195638e+03,1.815959492426204349e+02,2.718956352950921200e+02,4.733064378724623111e+02,1.281792750112959993e+03,3.980185188879352154e+02,2.791295559585999581e+04,8.787907218987838860e+03,1.357343790190428444e+04,6.575174939687015467e+03,1.094612428968365020e+04,1.010308812661857519e+04,1.095620878275908763e+04,1.044472711992963013e+04,1.016377649683850177e+04,9.776316232679369932e+03,1.977473335562760985e+04,3.064287843911765594e+04,2.578768850950964406e+04,2.018683085381562341e+04,1.977447665039032699e+03,4.167572283446977235e+04,1.273084173688560077e+04
