,Zone,Time,Value
0,PNW,1,48.1956764633851
1,PNW,2,44.22325022416683
2,PNW,3,54.03311657094913
3,PNW,4,135.97174881337298
4,PNW,5,169.4007655719842
5,PNW,6,322.36868908969285
6,PNW,7,343.6438555759749
7,PNW,8,399.0803424973526
8,PNW,9,441.6554687668843
9,PNW,10,483.3275680646302
10,PNW,11,702.7913921466577
11,PNW,12,1238.8585885106786
12,PNW,13,1995.296220669612
13,PNW,14,2293.631501190212
14,PNW,15,2114.9224209310114
15,PNW,16,2623.804624996873
16,PNW,17,2777.305429172505
17,PNW,18,2728.0176241055397
18,PNW,19,2807.0038096950843
19,PNW,20,2268.785730307702
20,PNW,21,1874.6283253285235
21,PNW,22,1580.2766825167666
22,PNW,23,1537.4953778398426
23,PNW,24,1355.587955297592
24,PNW,25,0.02331987016993781
25,PNW,26,0.4803893232767645
26,PNW,27,0.48971727356869593
27,PNW,28,0.7089240553900672
28,PNW,29,0.0
29,PNW,30,0.0
30,PNW,31,0.0
31,PNW,32,0.011659935084968948
32,PNW,33,0.08161954559478261
33,PNW,34,0.08161954559478261
34,PNW,35,0.0
35,PNW,36,0.11659935084968943
36,PNW,37,0.1562431302080823
37,PNW,38,0.3731179227190055
38,PNW,39,0.11659935084968943
39,PNW,40,0.02331987016993781
40,PNW,41,0.47805733848372606
41,PNW,42,0.8278553910327946
42,PNW,43,0.1632390911895644
43,PNW,44,0.0
44,PNW,45,0.0
45,PNW,46,0.0
46,PNW,47,0.0
47,PNW,48,0.02331987016993781
48,PNW,49,740.273778917528
49,PNW,50,836.5881105664242
50,PNW,51,1038.6237727915243
51,PNW,52,1113.0467568948525
52,PNW,53,1023.6707144249857
53,PNW,54,1131.8075133812308
54,PNW,55,1331.4429329760226
55,PNW,56,1231.2942894882885
56,PNW,57,1088.3405331958181
57,PNW,58,929.6158882155867
58,PNW,59,1136.2580571422584
59,PNW,60,997.5021640303808
60,PNW,61,840.9245378207593
61,PNW,62,771.0852357246396
62,PNW,63,561.7955624496675
63,PNW,64,486.2276103245352
64,PNW,65,566.9308052508527
65,PNW,66,534.6586550685345
66,PNW,67,518.5454064130173
67,PNW,68,473.0966061450904
68,PNW,69,382.92935055556114
69,PNW,70,396.2809818386429
70,PNW,71,287.5735968663745
71,PNW,72,194.00566902913712
72,PNW,73,154.92136523433027
73,PNW,74,148.65287068727596
74,PNW,75,194.77108056917297
75,PNW,76,212.11391559655698
76,PNW,77,398.90012526502886
77,PNW,78,673.1339719758741
78,PNW,79,1020.2086785404288
79,PNW,80,1236.009076292178
80,PNW,81,1536.6580115701684
81,PNW,82,1796.1289108571384
82,PNW,83,1936.8081136073424
83,PNW,84,2063.2637918882033
84,PNW,85,2090.4309940398307
85,PNW,86,2320.316832347066
86,PNW,87,2189.3500712746913
87,PNW,88,1885.8056917037586
88,PNW,89,1736.4849269365404
89,PNW,90,1638.9762582419007
90,PNW,91,1171.0499240826186
91,PNW,92,1118.519574396698
92,PNW,93,1331.9207718314838
93,PNW,94,1019.1005023537007
94,PNW,95,701.7542321572372
95,PNW,96,533.7175357205839
96,PNW,97,286.8954534953366
97,PNW,98,417.3793550214518
98,PNW,99,486.698453175856
99,PNW,100,455.50825649311037
100,PNW,101,452.631597906404
101,PNW,102,352.44696524280465
102,PNW,103,379.06169430194933
103,PNW,104,340.4948782186546
104,PNW,105,381.6212391495245
105,PNW,106,289.696607000409
106,PNW,107,307.42843417467645
107,PNW,108,357.39239774331026
108,PNW,109,296.99772650368806
109,PNW,110,357.46789936870186
110,PNW,111,465.5085979868794
111,PNW,112,510.8895437693738
112,PNW,113,493.9467198132396
113,PNW,114,469.4611711525718
114,PNW,115,384.4978942799874
115,PNW,116,326.46646020567846
116,PNW,117,228.79606623005418
117,PNW,118,198.87431586322762
118,PNW,119,141.371400079148
119,PNW,120,113.44292286478928
120,PNW,121,724.9576603633528
121,PNW,122,819.2792674770673
122,PNW,123,1017.1348516784184
123,PNW,124,1090.0180389117977
124,PNW,125,1002.4911691417572
125,PNW,126,1108.390639044818
126,PNW,127,1303.8956411627166
127,PNW,128,1205.8190533662446
128,PNW,129,1065.8229821107093
129,PNW,130,910.3823187454171
130,PNW,131,1112.7491019327742
131,PNW,132,976.8640408961587
132,PNW,133,823.5259749063582
133,PNW,134,755.1316342030481
134,PNW,135,550.1721230104497
135,PNW,136,476.16765691792716
136,PNW,137,555.2011186503988
137,PNW,138,523.5966728934803
138,PNW,139,507.8168041762095
139,PNW,140,463.3083306264143
140,PNW,141,375.0066177801838
141,PNW,142,388.08200644405184
142,PNW,143,281.6237558371589
143,PNW,144,189.99172998164397
144,PNW,145,4296.25671209865
145,PNW,146,3996.9142533583254
146,PNW,147,3851.0543377703298
147,PNW,148,4120.545411189185
148,PNW,149,4555.355423914601
149,PNW,150,4856.437827110103
150,PNW,151,4839.073839731347
151,PNW,152,4509.489388816992
152,PNW,153,3565.0751876265913
153,PNW,154,3635.468368187689
154,PNW,155,4229.025981942647
155,PNW,156,4317.562225176252
156,PNW,157,4311.46648115682
157,PNW,158,4189.819913605942
158,PNW,159,3796.4057025057677
159,PNW,160,2852.808201091044
160,PNW,161,2236.3805228854612
161,PNW,162,2014.4125944745417
162,PNW,163,1657.450553475963
163,PNW,164,1542.9672451508932
164,PNW,165,1907.5299372019
165,PNW,166,2544.9553706260776
166,PNW,167,2725.484093439542
167,PNW,168,2769.637795596929
