,Generator,Time,Value,Zones
422,COYOTE_SPRINGS_2_GEN_1,15,-0.0,PNW
423,COYOTE_SPRINGS_2_GEN_1,16,-0.0,PNW
424,COYOTE_SPRINGS_2_GEN_1,17,-0.0,PNW
425,COYOTE_SPRINGS_2_GEN_1,18,-0.0,PNW
426,COYOTE_SPRINGS_2_GEN_1,19,-0.0,PNW
427,COYOTE_SPRINGS_2_GEN_1,20,-0.0,PNW
428,COYOTE_SPRINGS_2_GEN_1,21,-0.0,PNW
429,COYOTE_SPRINGS_2_GEN_1,22,-0.0,PNW
430,COYOTE_SPRINGS_2_GEN_1,23,-0.0,PNW
431,COYOTE_SPRINGS_2_GEN_1,24,-0.0,PNW
432,COYOTE_SPRINGS_2_GEN_2,1,0.0,PNW
433,COYOTE_SPRINGS_2_GEN_2,2,-0.0,PNW
434,COYOTE_SPRINGS_2_GEN_2,3,-0.0,PNW
435,COYOTE_SPRINGS_2_GEN_2,4,-0.0,PNW
436,COYOTE_SPRINGS_2_GEN_2,5,-0.0,PNW
437,COYOTE_SPRINGS_2_GEN_2,6,-0.0,PNW
438,COYOTE_SPRINGS_2_GEN_2,7,-0.0,PNW
439,COYOTE_SPRINGS_2_GEN_2,8,-0.0,PNW
440,COYOTE_SPRINGS_2_GEN_2,9,-0.0,PNW
441,COYOTE_SPRINGS_2_GEN_2,10,-0.0,PNW
442,COYOTE_SPRINGS_2_GEN_2,11,-0.0,PNW
443,COYOTE_SPRINGS_2_GEN_2,12,-0.0,PNW
444,COYOTE_SPRINGS_2_GEN_2,13,-0.0,PNW
445,COYOTE_SPRINGS_2_GEN_2,14,-0.0,PNW
446,COYOTE_SPRINGS_2_GEN_2,15,-0.0,PNW
447,COYOTE_SPRINGS_2_GEN_2,16,-0.0,PNW
448,COYOTE_SPRINGS_2_GEN_2,17,-0.0,PNW
449,COYOTE_SPRINGS_2_GEN_2,18,-0.0,PNW
450,COYOTE_SPRINGS_2_GEN_2,19,-0.0,PNW
451,COYOTE_SPRINGS_2_GEN_2,20,-0.0,PNW
452,COYOTE_SPRINGS_2_GEN_2,21,-0.0,PNW
453,COYOTE_SPRINGS_2_GEN_2,22,-0.0,PNW
454,COYOTE_SPRINGS_2_GEN_2,23,-0.0,PNW
455,COYOTE_SPRINGS_2_GEN_2,24,-0.0,PNW
456,HERMISTON_1,1,0.0,PNW
457,HERMISTON_1,2,-0.0,PNW
458,HERMISTON_1,3,-0.0,PNW
459,HERMISTON_1,4,-0.0,PNW
460,HERMISTON_1,5,-0.0,PNW
461,HERMISTON_1,6,-0.0,PNW
462,HERMISTON_1,7,-0.0,PNW
463,HERMISTON_1,8,-0.0,PNW
464,HERMISTON_1,9,-0.0,PNW
465,HERMISTON_1,10,-0.0,PNW
466,HERMISTON_1,11,-0.0,PNW
467,HERMISTON_1,12,-0.0,PNW
468,HERMISTON_1,13,-0.0,PNW
469,HERMISTON_1,14,-0.0,PNW
470,HERMISTON_1,15,-0.0,PNW
471,HERMISTON_1,16,-0.0,PNW
472,HERMISTON_1,17,-0.0,PNW
473,HERMISTON_1,18,-0.0,PNW
474,HERMISTON_1,19,-0.0,PNW
475,HERMISTON_1,20,-0.0,PNW
476,HERMISTON_1,21,-0.0,PNW
477,HERMISTON_1,22,-0.0,PNW
478,HERMISTON_1,23,-0.0,PNW
479,HERMISTON_1,24,-0.0,PNW
480,HERMISTON_2,1,0.0,PNW
481,HERMISTON_2,2,-0.0,PNW
482,HERMISTON_2,3,-0.0,PNW
483,HERMISTON_2,4,-0.0,PNW
484,HERMISTON_2,5,-0.0,PNW
485,HERMISTON_2,6,-0.0,PNW
486,HERMISTON_2,7,-0.0,PNW
487,HERMISTON_2,8,-0.0,PNW
488,HERMISTON_2,9,-0.0,PNW
489,HERMISTON_2,10,-0.0,PNW
490,HERMISTON_2,11,-0.0,PNW
491,HERMISTON_2,12,-0.0,PNW
492,HERMISTON_2,13,-0.0,PNW
493,HERMISTON_2,14,-0.0,PNW
494,HERMISTON_2,15,-0.0,PNW
495,HERMISTON_2,16,-0.0,PNW
496,HERMISTON_2,17,-0.0,PNW
497,HERMISTON_2,18,-0.0,PNW
498,HERMISTON_2,19,-0.0,PNW
499,HERMISTON_2,20,-0.0,PNW
500,HERMISTON_2,21,-0.0,PNW
501,HERMISTON_2,22,-0.0,PNW
502,HERMISTON_2,23,-0.0,PNW
503,HERMISTON_2,24,-0.0,PNW
504,HERMISTON_3,1,0.0,PNW
505,HERMISTON_3,2,-0.0,PNW
506,HERMISTON_3,3,-0.0,PNW
507,HERMISTON_3,4,-0.0,PNW
508,HERMISTON_3,5,-0.0,PNW
509,HERMISTON_3,6,-0.0,PNW
510,HERMISTON_3,7,-0.0,PNW
511,HERMISTON_3,8,-0.0,PNW
512,HERMISTON_3,9,-0.0,PNW
513,HERMISTON_3,10,-0.0,PNW
514,HERMISTON_3,11,-0.0,PNW
515,HERMISTON_3,12,-0.0,PNW
516,HERMISTON_3,13,-0.0,PNW
517,HERMISTON_3,14,-0.0,PNW
518,HERMISTON_3,15,-0.0,PNW
519,HERMISTON_3,16,-0.0,PNW
520,HERMISTON_3,17,-0.0,PNW
521,HERMISTON_3,18,-0.0,PNW
522,HERMISTON_3,19,-0.0,PNW
523,HERMISTON_3,20,-0.0,PNW
524,HERMISTON_3,21,-0.0,PNW
525,HERMISTON_3,22,-0.0,PNW
526,HERMISTON_3,23,-0.0,PNW
527,HERMISTON_3,24,-0.0,PNW
528,HERMISTON_4,1,0.0,PNW
529,HERMISTON_4,2,-0.0,PNW
530,HERMISTON_4,3,-0.0,PNW
531,HERMISTON_4,4,-0.0,PNW
532,HERMISTON_4,5,-0.0,PNW
533,HERMISTON_4,6,-0.0,PNW
534,HERMISTON_4,7,-0.0,PNW
535,HERMISTON_4,8,-0.0,PNW
536,HERMISTON_4,9,-0.0,PNW
537,HERMISTON_4,10,-0.0,PNW
538,HERMISTON_4,11,-0.0,PNW
539,HERMISTON_4,12,-0.0,PNW
540,HERMISTON_4,13,-0.0,PNW
541,HERMISTON_4,14,-0.0,PNW
542,HERMISTON_4,15,-0.0,PNW
543,HERMISTON_4,16,-0.0,PNW
544,HERMISTON_4,17,-0.0,PNW
545,HERMISTON_4,18,-0.0,PNW
546,HERMISTON_4,19,-0.0,PNW
547,HERMISTON_4,20,-0.0,PNW
548,HERMISTON_4,21,-0.0,PNW
549,HERMISTON_4,22,-0.0,PNW
550,HERMISTON_4,23,-0.0,PNW
551,HERMISTON_4,24,-0.0,PNW
552,HERMISTON_PWR_CTG1,1,0.0,PNW
553,HERMISTON_PWR_CTG1,2,-0.0,PNW
554,HERMISTON_PWR_CTG1,3,-0.0,PNW
555,HERMISTON_PWR_CTG1,4,-0.0,PNW
556,HERMISTON_PWR_CTG1,5,-0.0,PNW
557,HERMISTON_PWR_CTG1,6,-0.0,PNW
558,HERMISTON_PWR_CTG1,7,-0.0,PNW
559,HERMISTON_PWR_CTG1,8,-0.0,PNW
560,HERMISTON_PWR_CTG1,9,-0.0,PNW
