,0
0,1375041.5210305327
1,1160025.5917707286
2,1183535.5819007487
3,1417158.7076431746
4,1335823.5099232409
5,1133151.4307592155
6,1154481.998439948
7,1555219.7783608367
8,1510840.4915159207
9,1346510.1668065474
10,867880.4576670474
11,892473.0617319762
12,1067622.1754376485
13,1357675.7400716196
14,1096646.7858218164
15,813046.8583690278
16,1409683.5286263062
17,1274344.0063641467
18,1011998.4302289969
19,1149780.7957477297
20,1018218.0670749635
21,1241980.7985898636
22,1327473.6074529372
23,1355170.1151234694
24,913365.4325638629
25,1046447.2604880485
26,967296.3348623673
27,758096.6654741756
28,889657.254977314
29,1198471.760203721
30,1222028.0001187716
31,875504.5850007742
32,832731.128416019
33,767925.4157171076
34,753062.13387286
35,1077332.1878032575
36,1037341.093390176
37,787855.4520397537
38,639598.9414414307
39,749282.2077615425
40,564404.3170191927
41,708098.8886947694
42,646472.3290286078
43,640358.7655092633
44,703584.9598332044
45,775634.0689572422
46,636948.7406395028
47,651200.1420774537
48,328781.21493602404
49,484731.93084387656
50,576348.0968974603
51,774173.4375030393
52,731383.8569111763
53,725682.7859949652
54,961575.3140790447
55,755150.173106404
56,1220253.7482751692
57,1224625.9905254494
58,1308825.6699836173
59,1343388.3043228388
60,1121385.0888307972
61,697243.076569079
62,873201.8901166182
63,907398.359629211
64,892977.3060879507
65,599181.5373834197
66,679253.2091066625
67,740561.8191900069
68,693885.6360742173
69,632237.7354834927
70,579163.2287547791
71,718282.5335948687
72,712945.4522558943
73,923078.4555338235
74,692986.8655219132
75,392734.6179457617
76,438556.7550873275
77,576356.2576451366
78,586226.4722896923
79,509119.919062085
80,376693.46732241084
81,545717.3254562698
82,501256.20330013137
83,668775.3945999458
84,980723.0963386033
85,953187.8449135169
86,855742.520562305
87,1092036.2849427536
88,1040637.6042009715
89,704996.1732447483
90,551914.6170797565
91,787540.3264229439
92,480680.18547495507
93,756585.6102973395
94,1042438.2763895977
95,856429.6826194578
96,583030.6463097809
97,1015762.8692183068
98,473044.4113988269
99,589680.2638659546
100,888633.0471745499
101,873167.0512386981
102,1023937.8477867825
103,436092.49146391574
104,529196.0780367843
105,686089.6152164977
106,885767.7632371807
107,909618.4495494575
108,909237.4731398077
109,777024.8739758627
110,632805.7239830833
111,506820.14178093
112,1080317.2041407707
113,736025.2418831284
114,851786.587645347
115,994784.6717630478
116,729935.8914531025
117,464019.1235190806
118,637350.484271416
119,724632.1851706143
120,991436.6600111462
121,793816.0542825711
122,674549.6046612782
123,766953.8428450361
124,577613.2950350193
125,997869.9803322734
126,1521619.204001471
127,1338215.2181367343
128,1375157.03221579
129,1657215.4834256128
130,1245517.5074227238
131,762080.7579658508
132,791150.7174399215
133,793250.9124820328
134,650262.9209004929
135,886472.3363764304
136,815436.7502697144
137,1398940.4334042731
138,943711.412119446
139,990411.9401140355
140,1296767.3028988705
141,1207490.3294808369
142,1406341.7577623678
143,1874080.3394021008
144,1557081.3491065127
145,1242930.7093278277
146,826532.9225610393
147,1133554.8042854385
148,692272.1138518468
149,708501.7986026924
150,901850.4433599545
151,534285.3251427669
152,437318.35270542844
153,517613.5153630545
154,940228.9875139939
155,708434.5796160392
156,534186.5555744582
157,560747.6874883235
158,496453.8275554811
159,174395.43744244854
160,244806.06120307872
161,455485.123485409
162,294045.2355952778
163,412933.3204699854
164,660429.3992956802
165,621279.4871406418
166,375892.1361156002
167,430757.64756452094
168,1293442.0972265385
169,1488392.635760379
170,1557568.9836415404
171,1203784.0612064912
172,1340518.6855047173
173,1183373.3010894775
174,783175.9559583106
175,841099.5031280426
176,550932.1808320907
177,446248.9973580696
178,528631.8743740692
179,706182.8632648643
180,384202.29956778814
181,612390.8647294203
182,1076785.5560255165
183,1237544.5344470278
184,1357758.5534868236
185,1552355.0348682026
186,1334736.074655519
187,1124777.6762359608
188,628034.3265776399
189,1114675.1884036367
190,1111968.9920990814
191,788695.7574258794
192,770135.2362163493
193,1157959.1689499244
194,1101755.5875145716
195,1145841.0650210488
196,1191625.1294921164
197,1095163.1673460754
198,1356198.703546124
199,1231437.108884054
200,1272655.5052445505
201,1100151.2789180602
202,854564.8484064543
203,1869259.9402823623
204,2341078.5935129
205,1957915.5746969164
206,1607274.2334017924
207,1866597.9706487646
208,1284220.701595135
209,1517800.0197166337
210,1797045.3130942993
211,1361819.8266380255
212,1502699.5448430947
213,1317926.8270455813
214,1201249.0398285754
215,1426513.74830634
216,1579463.0297906443
217,3245359.977008112
218,3275717.8080706643
219,2759629.5993334893
220,2073179.6619226441
221,2513777.9825815717
222,1346590.2458217738
223,1252805.3488085081
224,1912656.9114512473
225,1495090.098140208
226,796940.5851832934
227,1111327.9367648193
228,1117527.7158351983
229,727894.2637109709
230,1165086.5575190643
231,1392977.9402126423
232,1555878.3331420955
233,1332291.4991809581
234,1278062.8642662861
235,1137897.4634582805
236,1081374.5814013893
237,759189.1487016107
238,1422071.0493265456
239,1555434.884546582
240,1484812.5793828056
241,1304689.8108047135
242,1284171.6658779667
243,1209070.0278204223
244,1484910.5135142438
245,2121958.5778944353
246,1858814.728822842
247,1330982.342629271
248,803389.8249556978
249,1411624.8146936304
250,1102368.4566243885
251,1262955.23678005
252,1376296.8506495205
253,1337121.8615543065
254,1684024.208504206
255,1329721.0393586261
256,1116208.1314744086
257,1186849.6858337948
258,688906.9876087391
259,1433193.8878946346
260,1413010.875781992
261,920696.4884368714
262,1183000.3247351516
263,1063662.5190075953
264,823604.8691901078
265,626998.5372417273
266,650769.1858614931
267,818411.8002551013
268,1249685.2373722766
269,1802393.8444469783
270,1997057.9313169678
271,1324400.2570988957
272,1145503.7811121985
273,1682145.3559148996
274,1462632.3431633383
275,1249878.7767823501
276,1191946.5247405735
277,1373114.811413759
278,717794.5714917338
279,1106429.8905917397
280,1286630.0982320465
281,1371500.8181497636
282,1538122.9863381323
283,1112887.0501080328
284,882368.2060949599
285,459784.40075863426
286,642546.3026078258
287,1009709.3494444488
288,1083014.1963080834
289,1145249.8394320577
290,1115685.1489509088
291,846339.5107933745
292,825104.156215477
293,738297.329034735
294,1323885.3754718516
295,1408921.9443871805
296,1437862.3352094528
297,1604562.1675264193
298,1280909.3708258346
299,554886.8534917331
300,778614.8586473715
301,931585.0674881513
302,981159.4102341514
303,981419.3507105743
304,1259804.3591393617
305,1195188.8327491467
306,1052516.0337886547
307,1082437.5993531942
308,1330431.3595125666
309,1214957.839363394
310,1443206.6246336559
311,1186560.1247944226
312,1306522.2040927494
313,621058.7041129434
314,607080.3826463225
315,896263.9450515553
316,938329.3841262814
317,692088.3926131403
318,1240231.8759332043
319,928601.1348499894
320,621383.2487520599
321,591596.5449602492
322,740546.2559276932
323,878604.4883129967
324,1211950.654870675
325,891809.0648210916
326,769895.2218016135
327,824328.8810089413
328,598791.2702969384
329,1378245.17486616
