,Generator,Time,Value,Zones,Type,$/MWh
0,MIDSET_1_UNIT1,1,0.0,PGE_valley,Gas,33.319
1,MIDSET_1_UNIT1,2,0.0,PGE_valley,Gas,33.319
2,MIDSET_1_UNIT1,3,0.0,PGE_valley,Gas,33.319
3,MIDSET_1_UNIT1,4,0.0,PGE_valley,Gas,33.319
4,MIDSET_1_UNIT1,5,0.0,PGE_valley,Gas,33.319
5,MIDSET_1_UNIT1,6,0.0,PGE_valley,Gas,33.319
6,MIDSET_1_UNIT1,7,0.0,PGE_valley,Gas,33.319
7,MIDSET_1_UNIT1,8,0.0,PGE_valley,Gas,33.319
8,MIDSET_1_UNIT1,9,0.0,PGE_valley,Gas,33.319
9,MIDSET_1_UNIT1,10,0.0,PGE_valley,Gas,33.319
10,MIDSET_1_UNIT1,11,0.0,PGE_valley,Gas,33.319
11,MIDSET_1_UNIT1,12,0.0,PGE_valley,Gas,33.319
12,MIDSET_1_UNIT1,13,0.0,PGE_valley,Gas,33.319
13,MIDSET_1_UNIT1,14,0.0,PGE_valley,Gas,33.319
14,MIDSET_1_UNIT1,15,0.0,PGE_valley,Gas,33.319
15,MIDSET_1_UNIT1,16,0.0,PGE_valley,Gas,33.319
16,MIDSET_1_UNIT1,17,0.0,PGE_valley,Gas,33.319
17,MIDSET_1_UNIT1,18,0.0,PGE_valley,Gas,33.319
18,MIDSET_1_UNIT1,19,0.0,PGE_valley,Gas,33.319
19,MIDSET_1_UNIT1,20,0.0,PGE_valley,Gas,33.319
20,MIDSET_1_UNIT1,21,0.0,PGE_valley,Gas,33.319
21,MIDSET_1_UNIT1,22,0.0,PGE_valley,Gas,33.319
22,MIDSET_1_UNIT1,23,0.0,PGE_valley,Gas,33.319
23,MIDSET_1_UNIT1,24,0.0,PGE_valley,Gas,33.319
24,SARGNT_2_UNIT,1,0.0,PGE_valley,Gas,37.3732
25,SARGNT_2_UNIT,2,0.0,PGE_valley,Gas,37.3732
26,SARGNT_2_UNIT,3,0.0,PGE_valley,Gas,37.3732
27,SARGNT_2_UNIT,4,0.0,PGE_valley,Gas,37.3732
28,SARGNT_2_UNIT,5,0.0,PGE_valley,Gas,37.3732
29,SARGNT_2_UNIT,6,0.0,PGE_valley,Gas,37.3732
30,SARGNT_2_UNIT,7,0.0,PGE_valley,Gas,37.3732
31,SARGNT_2_UNIT,8,0.0,PGE_valley,Gas,37.3732
32,SARGNT_2_UNIT,9,0.0,PGE_valley,Gas,37.3732
33,SARGNT_2_UNIT,10,0.0,PGE_valley,Gas,37.3732
34,SARGNT_2_UNIT,11,0.0,PGE_valley,Gas,37.3732
35,SARGNT_2_UNIT,12,0.0,PGE_valley,Gas,37.3732
36,SARGNT_2_UNIT,13,0.0,PGE_valley,Gas,37.3732
37,SARGNT_2_UNIT,14,0.0,PGE_valley,Gas,37.3732
38,SARGNT_2_UNIT,15,0.0,PGE_valley,Gas,37.3732
39,SARGNT_2_UNIT,16,0.0,PGE_valley,Gas,37.3732
40,SARGNT_2_UNIT,17,0.0,PGE_valley,Gas,37.3732
41,SARGNT_2_UNIT,18,0.0,PGE_valley,Gas,37.3732
42,SARGNT_2_UNIT,19,0.0,PGE_valley,Gas,37.3732
43,SARGNT_2_UNIT,20,0.0,PGE_valley,Gas,37.3732
44,SARGNT_2_UNIT,21,0.0,PGE_valley,Gas,37.3732
45,SARGNT_2_UNIT,22,0.0,PGE_valley,Gas,37.3732
46,SARGNT_2_UNIT,23,0.0,PGE_valley,Gas,37.3732
47,SARGNT_2_UNIT,24,0.0,PGE_valley,Gas,37.3732
48,ELKHIL_2_PL1X3,1,331.02000000000004,PGE_valley,Gas,40.8682
