,Generator,Time,Value,Zones,Type,$/MWh
0,MIDSET_1_UNIT1,1,0.0,PGE_valley,Gas,33.924800000000005
1,MIDSET_1_UNIT1,2,0.0,PGE_valley,Gas,33.924800000000005
2,MIDSET_1_UNIT1,3,0.0,PGE_valley,Gas,33.924800000000005
3,MIDSET_1_UNIT1,4,0.0,PGE_valley,Gas,33.924800000000005
4,MIDSET_1_UNIT1,5,0.0,PGE_valley,Gas,33.924800000000005
5,MIDSET_1_UNIT1,6,0.0,PGE_valley,Gas,33.924800000000005
6,MIDSET_1_UNIT1,7,0.0,PGE_valley,Gas,33.924800000000005
7,MIDSET_1_UNIT1,8,0.0,PGE_valley,Gas,33.924800000000005
8,MIDSET_1_UNIT1,9,0.0,PGE_valley,Gas,33.924800000000005
9,MIDSET_1_UNIT1,10,0.0,PGE_valley,Gas,33.924800000000005
10,MIDSET_1_UNIT1,11,0.0,PGE_valley,Gas,33.924800000000005
11,MIDSET_1_UNIT1,12,0.0,PGE_valley,Gas,33.924800000000005
12,MIDSET_1_UNIT1,13,0.0,PGE_valley,Gas,33.924800000000005
13,MIDSET_1_UNIT1,14,0.0,PGE_valley,Gas,33.924800000000005
14,MIDSET_1_UNIT1,15,0.0,PGE_valley,Gas,33.924800000000005
15,MIDSET_1_UNIT1,16,0.0,PGE_valley,Gas,33.924800000000005
16,MIDSET_1_UNIT1,17,0.0,PGE_valley,Gas,33.924800000000005
17,MIDSET_1_UNIT1,18,0.0,PGE_valley,Gas,33.924800000000005
18,MIDSET_1_UNIT1,19,0.0,PGE_valley,Gas,33.924800000000005
19,MIDSET_1_UNIT1,20,0.0,PGE_valley,Gas,33.924800000000005
20,MIDSET_1_UNIT1,21,0.0,PGE_valley,Gas,33.924800000000005
21,MIDSET_1_UNIT1,22,0.0,PGE_valley,Gas,33.924800000000005
22,MIDSET_1_UNIT1,23,0.0,PGE_valley,Gas,33.924800000000005
23,MIDSET_1_UNIT1,24,0.0,PGE_valley,Gas,33.924800000000005
24,SARGNT_2_UNIT,1,0.0,PGE_valley,Gas,37.979000000000006
25,SARGNT_2_UNIT,2,0.0,PGE_valley,Gas,37.979000000000006
26,SARGNT_2_UNIT,3,0.0,PGE_valley,Gas,37.979000000000006
27,SARGNT_2_UNIT,4,0.0,PGE_valley,Gas,37.979000000000006
28,SARGNT_2_UNIT,5,0.0,PGE_valley,Gas,37.979000000000006
29,SARGNT_2_UNIT,6,0.0,PGE_valley,Gas,37.979000000000006
30,SARGNT_2_UNIT,7,0.0,PGE_valley,Gas,37.979000000000006
